#Duplication rate	Coverage
1.0	1.57642814E8
2.0	2.0865108E7
3.0	3931212.0
4.0	1290763.0
5.0	529216.0
6.0	280036.0
7.0	160427.0
8.0	104396.0
9.0	70366.0
10.0	51098.0
11.0	37628.0
12.0	29632.0
13.0	23037.0
14.0	18981.0
15.0	15185.0
16.0	12783.0
17.0	10889.0
18.0	9588.0
19.0	8164.0
20.0	7205.0
21.0	6189.0
22.0	5612.0
23.0	4899.0
24.0	4361.0
25.0	4031.0
26.0	3583.0
27.0	3178.0
28.0	2898.0
29.0	2738.0
30.0	2498.0
31.0	2290.0
32.0	2110.0
33.0	1928.0
34.0	1849.0
35.0	1645.0
36.0	1453.0
37.0	1426.0
38.0	1315.0
39.0	1245.0
40.0	1157.0
41.0	1105.0
42.0	976.0
43.0	958.0
44.0	913.0
45.0	858.0
46.0	816.0
47.0	746.0
48.0	736.0
49.0	663.0
50.0	20815.0
