#Mapping quality	mapping quality
0.0	4.0437515E7
1.0	6716337.0
2.0	5844442.0
3.0	5486341.0
4.0	4989784.0
5.0	4785424.0
6.0	4730922.0
7.0	4368686.0
8.0	4441887.0
9.0	4336720.0
10.0	4462941.0
11.0	4114344.0
12.0	4251084.0
13.0	4619016.0
14.0	4091251.0
15.0	4441653.0
16.0	4375728.0
17.0	4297616.0
18.0	4405676.0
19.0	4321867.0
20.0	5530301.0
21.0	4721392.0
22.0	4815714.0
23.0	4824254.0
24.0	5195552.0
25.0	5308882.0
26.0	5368210.0
27.0	5569325.0
28.0	5495454.0
29.0	5506825.0
30.0	7615569.0
31.0	6032340.0
32.0	6266997.0
33.0	6621039.0
34.0	6651998.0
35.0	6733757.0
36.0	7508559.0
37.0	7174054.0
38.0	7207437.0
39.0	7195437.0
40.0	1.1295528E7
41.0	7907306.0
42.0	8831932.0
43.0	8467930.0
44.0	8598416.0
45.0	1.1763146E7
46.0	9876507.0
47.0	9467614.0
48.0	1.3217177E7
49.0	1.0312515E7
50.0	1.5068864E7
51.0	1.4703602E7
52.0	1.5297263E7
53.0	1.6314515E7
54.0	1.7767978E7
55.0	1.8857548E7
56.0	1.9396717E7
57.0	2.079795E7
58.0	2.2964099E7
59.0	2.3159513E7
60.0	2.1431016E9
