#Coverage (X)	Coverage
1.0	99.00019135509346
2.0	97.33396821884791
3.0	93.80766851239571
4.0	87.85173418607893
5.0	79.47987775853794
6.0	69.31155514494802
7.0	58.31946277228485
8.0	47.527463437316165
9.0	37.7520149039234
10.0	29.474522714176388
11.0	22.85303028662456
12.0	17.79968118673267
13.0	14.088832333312624
14.0	11.439115327063888
15.0	9.578474706084279
16.0	8.277979754673254
17.0	7.358705198198095
18.0	6.692895680702279
19.0	6.190617265662183
20.0	5.795722354720269
21.0	5.470623754796833
22.0	5.192217601694196
23.0	4.946738698023026
24.0	4.724979685688126
25.0	4.522027984851576
26.0	4.333623344941373
27.0	4.157984891535179
28.0	3.993141774006517
29.0	3.8378414950268933
30.0	3.691104192898308
31.0	3.5522323640171294
32.0	3.4210358103740077
33.0	3.296531417127156
34.0	3.178328585215951
35.0	3.0660478058427003
36.0	2.9592092772652165
37.0	2.8575821371767205
38.0	2.7609851337132767
39.0	2.669027889619514
40.0	2.5814955125672725
41.0	2.4982979496215023
42.0	2.4190892215461304
43.0	2.343579022225015
44.0	2.2716271707346323
45.0	2.2030208818967907
46.0	2.1374859304766005
47.0	2.074672418678418
48.0	2.0145993108518496
49.0	1.9571985127824831
50.0	1.9020195749573645
51.0	1.8488299345627297
