#Duplication rate	Coverage
1.0	7.3196877E7
2.0	4133375.0
3.0	437697.0
4.0	113456.0
5.0	47596.0
6.0	27915.0
7.0	18874.0
8.0	13292.0
9.0	9940.0
10.0	7707.0
11.0	5940.0
12.0	4538.0
13.0	3474.0
14.0	2733.0
15.0	2114.0
16.0	1611.0
17.0	1356.0
18.0	1046.0
19.0	859.0
20.0	699.0
21.0	579.0
22.0	456.0
23.0	370.0
24.0	331.0
25.0	281.0
26.0	215.0
27.0	193.0
28.0	179.0
29.0	144.0
30.0	121.0
31.0	98.0
32.0	84.0
33.0	94.0
34.0	63.0
35.0	71.0
36.0	57.0
37.0	45.0
38.0	60.0
39.0	36.0
40.0	42.0
41.0	47.0
42.0	48.0
43.0	41.0
44.0	24.0
45.0	35.0
46.0	25.0
47.0	25.0
48.0	36.0
49.0	22.0
50.0	568.0
