#Duplication rate	Coverage
1.0	1.34697261E8
2.0	1.489084E7
3.0	2551867.0
4.0	796693.0
5.0	336272.0
6.0	178065.0
7.0	106547.0
8.0	70569.0
9.0	49063.0
10.0	36574.0
11.0	27556.0
12.0	21802.0
13.0	17695.0
14.0	14431.0
15.0	11932.0
16.0	10109.0
17.0	8777.0
18.0	7626.0
19.0	6721.0
20.0	5823.0
21.0	5220.0
22.0	4730.0
23.0	4226.0
24.0	3854.0
25.0	3535.0
26.0	3188.0
27.0	3001.0
28.0	2659.0
29.0	2508.0
30.0	2229.0
31.0	2108.0
32.0	1944.0
33.0	1843.0
34.0	1758.0
35.0	1597.0
36.0	1514.0
37.0	1418.0
38.0	1322.0
39.0	1253.0
40.0	1213.0
41.0	1077.0
42.0	1030.0
43.0	983.0
44.0	951.0
45.0	919.0
46.0	877.0
47.0	840.0
48.0	738.0
49.0	687.0
50.0	21233.0
