#Duplication rate	Coverage
1.0	1.35852435E8
2.0	1.65181E7
3.0	3012965.0
4.0	956117.0
5.0	393079.0
6.0	208660.0
7.0	121818.0
8.0	79343.0
9.0	54336.0
10.0	39189.0
11.0	28780.0
12.0	22970.0
13.0	18195.0
14.0	14483.0
15.0	12160.0
16.0	10201.0
17.0	8713.0
18.0	7559.0
19.0	6372.0
20.0	5725.0
21.0	4868.0
22.0	4523.0
23.0	4014.0
24.0	3597.0
25.0	3317.0
26.0	3007.0
27.0	2780.0
28.0	2541.0
29.0	2326.0
30.0	2218.0
31.0	2037.0
32.0	1923.0
33.0	1779.0
34.0	1640.0
35.0	1540.0
36.0	1469.0
37.0	1277.0
38.0	1280.0
39.0	1199.0
40.0	1095.0
41.0	1055.0
42.0	955.0
43.0	921.0
44.0	877.0
45.0	813.0
46.0	796.0
47.0	739.0
48.0	665.0
49.0	692.0
50.0	20250.0
