#Coverage (X)	Coverage
1.0	98.65157285824205
2.0	95.67854141660357
3.0	90.18330274928394
4.0	82.0589849829818
5.0	71.84614960284863
6.0	60.56097651510025
7.0	49.30850724495271
8.0	39.020907707486174
9.0	30.26712861259263
10.0	23.253247340814653
11.0	17.909451906895498
12.0	13.997363652268774
13.0	11.215673737003812
14.0	9.2710953519625
15.0	7.91963055021867
16.0	6.970868832972343
17.0	6.288412239328039
18.0	5.778138225288728
19.0	5.379458133671477
20.0	5.053401224127697
21.0	4.776109198839663
22.0	4.5328317123614
23.0	4.3141468839449715
24.0	4.1146380443344555
25.0	3.930172924592128
26.0	3.7588815215491707
27.0	3.5992375932202663
28.0	3.4497317178521882
29.0	3.309327399470888
30.0	3.17764073014105
31.0	3.0538034162098313
32.0	2.9370722991578475
33.0	2.8270772969109004
34.0	2.7232298492149596
35.0	2.6249747405398693
36.0	2.5319771558475708
37.0	2.4438773270084084
38.0	2.3603224357908204
39.0	2.2808055462759853
40.0	2.2050694013313006
41.0	2.132997664098582
42.0	2.064570704812425
43.0	1.9992302026690538
44.0	1.9366908052031135
45.0	1.8769653401520685
46.0	1.8195407349849262
47.0	1.764262465371445
48.0	1.711456658977042
49.0	1.6608411055775179
50.0	1.6120103821274654
51.0	1.565005892275181
