#Duplication rate	Coverage
1.0	1.42318524E8
2.0	1.7771412E7
3.0	3373463.0
4.0	1115555.0
5.0	465315.0
6.0	249076.0
7.0	145608.0
8.0	95217.0
9.0	65200.0
10.0	47738.0
11.0	35580.0
12.0	27649.0
13.0	21902.0
14.0	18003.0
15.0	14337.0
16.0	12223.0
17.0	10172.0
18.0	8645.0
19.0	7651.0
20.0	6587.0
21.0	5724.0
22.0	5156.0
23.0	4528.0
24.0	4208.0
25.0	3876.0
26.0	3278.0
27.0	3057.0
28.0	2752.0
29.0	2584.0
30.0	2295.0
31.0	2127.0
32.0	2088.0
33.0	1845.0
34.0	1790.0
35.0	1587.0
36.0	1464.0
37.0	1418.0
38.0	1250.0
39.0	1252.0
40.0	1172.0
41.0	1118.0
42.0	1059.0
43.0	981.0
44.0	968.0
45.0	833.0
46.0	804.0
47.0	755.0
48.0	725.0
49.0	711.0
50.0	20660.0
