#Duplication rate	Coverage
1.0	1.26074193E8
2.0	8032639.0
3.0	1145658.0
4.0	313967.0
5.0	124941.0
6.0	65567.0
7.0	40252.0
8.0	27651.0
9.0	20419.0
10.0	15707.0
11.0	12766.0
12.0	10574.0
13.0	9006.0
14.0	7601.0
15.0	6513.0
16.0	5756.0
17.0	4958.0
18.0	4467.0
19.0	3960.0
20.0	3587.0
21.0	3229.0
22.0	2811.0
23.0	2599.0
24.0	2439.0
25.0	2257.0
26.0	2108.0
27.0	1934.0
28.0	1924.0
29.0	1753.0
30.0	1645.0
31.0	1597.0
32.0	1540.0
33.0	1487.0
34.0	1523.0
35.0	1397.0
36.0	1402.0
37.0	1420.0
38.0	1325.0
39.0	1327.0
40.0	1282.0
41.0	1258.0
42.0	1179.0
43.0	1175.0
44.0	1160.0
45.0	1114.0
46.0	1042.0
47.0	1015.0
48.0	986.0
49.0	974.0
50.0	26044.0
