#GC Content (%)	Sample
1.0	3.4547818715503465E-7
2.0	3.4547818715503465E-7
3.0	6.477716009156899E-7
4.0	6.909563743100693E-7
5.0	1.4682822954088973E-6
6.0	2.2887929899021044E-6
7.0	2.9365645908177947E-6
8.0	3.4547818715503465E-6
9.0	4.3184773394379324E-6
10.0	5.398096674297417E-6
11.0	7.5141505706220034E-6
12.0	1.278269292473628E-5
13.0	1.6798876850413558E-5
14.0	2.616997267699387E-5
15.0	4.6078153211802743E-5
16.0	7.902813531171416E-5
17.0	1.4812377274272108E-4
18.0	2.728413983056886E-4
19.0	5.174831395848476E-4
20.0	9.235495638121963E-4
21.0	0.0016021982777048676
22.0	0.0027018121626459484
23.0	0.004309538091345297
24.0	0.0065552758621732045
25.0	0.010578023873406428
26.0	0.011755715828644545
27.0	0.016849791698245534
28.0	0.021141278554311974
29.0	0.025699820049049263
30.0	0.03016970320400789
31.0	0.03471416646261861
32.0	0.039153604352334205
33.0	0.04271297974504573
34.0	0.04471804877374677
35.0	0.04500371604975059
36.0	0.04457782781453521
37.0	0.0444711182394777
38.0	0.0439548442735479
39.0	0.0423721655134173
40.0	0.04046421904008022
41.0	0.03892032020645776
42.0	0.03722238128613756
43.0	0.035928047257961226
44.0	0.034466976819709186
45.0	0.031378704119956934
46.0	0.02837205064192007
47.0	0.025478670824496646
48.0	0.022830105487445976
49.0	0.020726272881991994
50.0	0.018756572182700958
51.0	0.018541555195970342
52.0	0.013692768839249431
53.0	0.013879845277593885
54.0	0.012585511249417546
55.0	0.011415635738163808
56.0	0.010325954351103435
57.0	0.009246637309657711
58.0	0.008358671999122486
59.0	0.007601211073785073
60.0	0.006960305851839088
61.0	0.006352696090180171
62.0	0.0057171025953616965
63.0	0.0050218277437121895
64.0	0.004245020039894094
65.0	0.003484838473832834
66.0	0.002768791746180631
67.0	0.0022026825517537122
68.0	0.0017278659682825115
69.0	0.0013551381891156234
70.0	0.0010314683125247502
71.0	7.872584189795352E-4
72.0	5.929701234782225E-4
73.0	4.4424176390798017E-4
74.0	3.4586685011558406E-4
75.0	2.7353235467999864E-4
76.0	2.105689550709936E-4
77.0	1.6539768210047285E-4
78.0	1.3149763498588506E-4
79.0	1.1854220296757125E-4
80.0	9.673389240340971E-5
81.0	7.496876661264253E-5
82.0	5.618339018608751E-5
83.0	4.1025534724660364E-5
84.0	3.139533025771377E-5
85.0	2.6601820410937663E-5
86.0	1.740346367793487E-5
87.0	1.3344094978863214E-5
88.0	1.1357595402721765E-5
89.0	6.650455102734417E-6
90.0	3.713890511916622E-6
91.0	1.2523584284370009E-6
92.0	6.909563743100693E-7
93.0	5.614020541269314E-7
94.0	2.59108640366276E-7
95.0	1.29554320183138E-7
96.0	1.29554320183138E-7
97.0	3.022934137606553E-7
98.0	3.88662960549414E-7
99.0	7.773259210988281E-7
100.0	3.725118552999161E-4
