#Duplication rate	Coverage
1.0	1.38592045E8
2.0	9455471.0
3.0	1479790.0
4.0	415267.0
5.0	160534.0
6.0	79360.0
7.0	46043.0
8.0	30622.0
9.0	21875.0
10.0	16854.0
11.0	13454.0
12.0	11105.0
13.0	9646.0
14.0	8028.0
15.0	7146.0
16.0	6325.0
17.0	5524.0
18.0	5111.0
19.0	4487.0
20.0	4118.0
21.0	3793.0
22.0	3461.0
23.0	3182.0
24.0	3023.0
25.0	2787.0
26.0	2643.0
27.0	2521.0
28.0	2364.0
29.0	2184.0
30.0	2143.0
31.0	2045.0
32.0	2046.0
33.0	1847.0
34.0	1856.0
35.0	1746.0
36.0	1723.0
37.0	1682.0
38.0	1596.0
39.0	1524.0
40.0	1419.0
41.0	1417.0
42.0	1356.0
43.0	1355.0
44.0	1227.0
45.0	1233.0
46.0	1199.0
47.0	1163.0
48.0	1071.0
49.0	1037.0
50.0	24279.0
