#Coverage (X)	Coverage
1.0	98.44582771684355
2.0	95.06816336088026
3.0	88.56801103495282
4.0	78.76906538931826
5.0	66.55956085839321
6.0	53.50041371141943
7.0	41.20458367227484
8.0	30.80918245033972
9.0	22.78039945870971
10.0	17.022145345066804
11.0	13.116401340487485
12.0	10.568973174126128
13.0	8.925304249460538
14.0	7.842608484054267
15.0	7.093634396465575
16.0	6.538126291880744
17.0	6.094454340430943
18.0	5.7176897139761
19.0	5.384890960972555
20.0	5.0841303153527235
21.0	4.807897327262751
22.0	4.552647061814241
23.0	4.315926188502658
24.0	4.095613088447465
25.0	3.889831259152885
26.0	3.6975245086442357
27.0	3.51762513680184
28.0	3.3492894971439
29.0	3.191558009283412
30.0	3.043466120178124
31.0	2.9039912387952427
32.0	2.7730707807165658
33.0	2.6500797186964036
34.0	2.534086106103331
35.0	2.4246223357492056
36.0	2.3210813174661666
37.0	2.223318950808931
38.0	2.13089522682597
39.0	2.0435345893786234
40.0	1.9609011356048853
41.0	1.8825175616388634
42.0	1.808340285709221
43.0	1.7376981414333272
44.0	1.6704841101664556
45.0	1.6065075971367548
46.0	1.5454434617289223
47.0	1.4873426736592563
48.0	1.4317882047472636
49.0	1.3786963012709919
50.0	1.3280007203587445
51.0	1.2793015539716919
