#Position (bp)	Coverage
3519247.5	2.162962417812674
1.05577415E7	2.113561366962876
1.75962355E7	2.1340249775022895
2.46347295E7	2.1342064083595154
3.16732235E7	2.1370824497399585
3.87117175E7	2.1092662720178494
4.57502115E7	2.105404934635165
5.27887055E7	2.117353797559535
5.98271995E7	2.148720308634205
6.68656935E7	2.1158173893449366
7.39041875E7	2.1717841913341123
8.09426815E7	2.102096130223312
8.79811755E7	2.1649950969625036
9.50196695E7	2.103758275562926
1.020581635E8	2.181319185609876
1.090966575E8	2.1065358583810685
1.161351515E8	2.133368160859411
1.231736455E8	2.7350313859754656
1.302121395E8	2.1511816306158678
1.372506335E8	2.1261821065699564
1.442891275E8	2.125329225257562
1.513276215E8	2.1338205303577724
1.583661155E8	2.1413462879985405
1.654046095E8	2.100819720809594
1.724431035E8	2.2001860056995146
1.794815975E8	2.060731457610108
1.865200915E8	2.0176819075216943
1.935585855E8	2.065326474669155
2.005970795E8	2.111182733124444
2.06554927E8	2.1228058880493137
2.10074174E8	2.0952249417362663
2.146740675E8	2.1340778297175502
2.217125615E8	2.069231855564557
2.287510555E8	2.067150444399043
2.357895495E8	2.0642394523601215
2.428280435E8	2.1495579878309194
2.498665375E8	2.1391998060948834
2.569050315E8	2.1244274698536363
2.639435255E8	2.076645799513362
2.709820195E8	2.123143530420002
2.780205135E8	2.153279806731383
2.850590075E8	2.179402014124044
2.920975015E8	2.0984361143165002
2.991359955E8	2.397036212576156
3.061744895E8	2.109380927226762
3.132129835E8	2.114003222848524
3.202514775E8	2.1064058589806285
3.272899715E8	4.639533542260603
3.343284655E8	2.8941596028923233
3.413669595E8	2.116304141198387
3.484054535E8	2.1143569917087377
3.554439475E8	2.079901183406564
3.624824415E8	2.1495839877110074
3.695209355E8	2.132182679988077
3.765594295E8	2.1148330878736274
3.835979235E8	2.0927410039704517
3.906364175E8	2.1228768540542906
3.976749115E8	2.104764456714746
4.047134055E8	2.092606884370435
4.08526901E8	2.765259635987949
4.12046148E8	2.1638098436324853
4.187903935E8	2.055330018040791
4.258288875E8	2.057515854954199
4.328673815E8	2.0682636086640125
4.399058755E8	2.05137732588818
4.469443695E8	2.183818441842815
4.539828635E8	2.1268447483225814
4.610213575E8	2.6525192747198476
4.680598515E8	2.140765624009909
