#Duplication rate	Coverage
1.0	4.3609183E7
2.0	4473933.0
3.0	515347.0
4.0	118875.0
5.0	36111.0
6.0	21630.0
7.0	13551.0
8.0	10362.0
9.0	7953.0
10.0	6759.0
11.0	5629.0
12.0	5032.0
13.0	4505.0
14.0	3942.0
15.0	3469.0
16.0	3119.0
17.0	2826.0
18.0	2580.0
19.0	2368.0
20.0	2154.0
21.0	1972.0
22.0	1805.0
23.0	1677.0
24.0	1502.0
25.0	1374.0
26.0	1333.0
27.0	1164.0
28.0	1050.0
29.0	987.0
30.0	896.0
31.0	880.0
32.0	764.0
33.0	708.0
34.0	637.0
35.0	516.0
36.0	492.0
37.0	415.0
38.0	391.0
39.0	358.0
40.0	333.0
41.0	289.0
42.0	243.0
43.0	257.0
44.0	223.0
45.0	206.0
46.0	188.0
47.0	165.0
48.0	157.0
49.0	152.0
50.0	2325.0
