#GC Content (%)	Sample
1.0	2.4894191130317946E-7
2.0	3.111773891289743E-7
3.0	5.601193004321537E-7
4.0	8.090612117353332E-7
5.0	1.431415989993282E-6
6.0	1.8981820736867436E-6
7.0	2.271594940641513E-6
8.0	3.5163044971574103E-6
9.0	3.827481886286384E-6
10.0	5.227780137366769E-6
11.0	7.188197688879308E-6
12.0	1.1202386008643076E-5
13.0	1.7301462835570975E-5
14.0	2.676125546509179E-5
15.0	4.838808400955551E-5
16.0	8.361336445895541E-5
17.0	1.5375274796862622E-4
18.0	2.774768778863064E-4
19.0	5.299039759477304E-4
20.0	9.591420665122376E-4
21.0	0.0016676618638199994
22.0	0.0027976091992251316
23.0	0.004450023370977811
24.0	0.006742653903124443
25.0	0.010781923120452005
26.0	0.011938476122627665
27.0	0.017050996155061067
28.0	0.021394285681567635
29.0	0.025771991427311874
30.0	0.0302384760821746
31.0	0.03466845962929251
32.0	0.03912632467047637
33.0	0.04256380793496741
34.0	0.044410241208842
35.0	0.044639392238196594
36.0	0.04424320118635757
37.0	0.0441269764315179
38.0	0.0435341523874883
39.0	0.042056433201992614
40.0	0.0405778738375463
41.0	0.03906452484099535
42.0	0.03769624674325635
43.0	0.03659446096156739
44.0	0.03542247356089093
45.0	0.032328125603392405
46.0	0.02909819765745039
47.0	0.025759824391396926
48.0	0.023050091686861816
49.0	0.020850254252153446
50.0	0.01883927037490745
51.0	0.018517419601331356
52.0	0.013612268181013505
53.0	0.013772680125109491
54.0	0.012481138371529683
55.0	0.011317708349054273
56.0	0.010135949978359168
57.0	0.009080187332522385
58.0	0.008130816236028796
59.0	0.00733718942279426
60.0	0.006694234701375974
61.0	0.006075738522743224
62.0	0.005430356617689732
63.0	0.004712750440619404
64.0	0.003963559758552485
65.0	0.003209079060870374
66.0	0.0025417591498832883
67.0	0.002020008021530737
68.0	0.001569858810416763
69.0	0.0012198153653855796
70.0	9.466949709470786E-4
71.0	7.209980106118337E-4
72.0	5.329223966222815E-4
73.0	4.1619975796000316E-4
74.0	3.123598632076645E-4
75.0	2.5522769456358483E-4
76.0	1.928677457821383E-4
77.0	1.4961408869321088E-4
78.0	1.2440872017376395E-4
79.0	1.0695166864362849E-4
80.0	9.011697189175099E-5
81.0	6.845902560837435E-5
82.0	5.489169144235107E-5
83.0	4.0141883197637685E-5
84.0	3.26736258585423E-5
85.0	2.532983947509851E-5
86.0	1.8732878825564255E-5
87.0	1.4812043722539178E-5
88.0	1.08912086195141E-5
89.0	8.930791068001565E-6
90.0	4.294247969979846E-6
91.0	1.6492401623835643E-6
92.0	9.33532167386923E-7
93.0	4.6676608369346145E-7
94.0	3.7341286695476916E-7
95.0	2.800596502160769E-7
96.0	3.111773891289743E-7
97.0	1.0891208619514101E-6
98.0	2.5205368519446922E-6
99.0	3.6718931917218973E-6
100.0	4.194048850680316E-4
