#Duplication rate	Coverage
1.0	5.0200011E7
2.0	5450639.0
3.0	638568.0
4.0	179061.0
5.0	50129.0
6.0	28099.0
7.0	16168.0
8.0	12026.0
9.0	9055.0
10.0	7518.0
11.0	6152.0
12.0	5461.0
13.0	4860.0
14.0	4243.0
15.0	3773.0
16.0	3396.0
17.0	3050.0
18.0	2867.0
19.0	2526.0
20.0	2269.0
21.0	2090.0
22.0	1911.0
23.0	1702.0
24.0	1637.0
25.0	1385.0
26.0	1305.0
27.0	1210.0
28.0	1188.0
29.0	1087.0
30.0	989.0
31.0	871.0
32.0	851.0
33.0	790.0
34.0	732.0
35.0	648.0
36.0	605.0
37.0	542.0
38.0	456.0
39.0	467.0
40.0	446.0
41.0	373.0
42.0	390.0
43.0	339.0
44.0	297.0
45.0	296.0
46.0	245.0
47.0	228.0
48.0	200.0
49.0	202.0
50.0	3235.0
