#Duplication rate	Coverage
1.0	5.6046163E7
2.0	4932705.0
3.0	456905.0
4.0	144310.0
5.0	40178.0
6.0	22541.0
7.0	12393.0
8.0	8254.0
9.0	5680.0
10.0	4121.0
11.0	3077.0
12.0	2314.0
13.0	1852.0
14.0	1448.0
15.0	1139.0
16.0	920.0
17.0	710.0
18.0	593.0
19.0	541.0
20.0	442.0
21.0	364.0
22.0	301.0
23.0	247.0
24.0	205.0
25.0	163.0
26.0	162.0
27.0	131.0
28.0	111.0
29.0	80.0
30.0	96.0
31.0	62.0
32.0	54.0
33.0	53.0
34.0	49.0
35.0	47.0
36.0	48.0
37.0	29.0
38.0	26.0
39.0	37.0
40.0	26.0
41.0	24.0
42.0	20.0
43.0	19.0
44.0	17.0
45.0	17.0
46.0	15.0
47.0	13.0
48.0	16.0
49.0	11.0
50.0	299.0
