#Mapping quality	mapping quality
0.0	3.261482E7
1.0	5754140.0
2.0	5143917.0
3.0	4951261.0
4.0	4546162.0
5.0	4380748.0
6.0	4345654.0
7.0	4020742.0
8.0	4080865.0
9.0	4053844.0
10.0	4132016.0
11.0	3810885.0
12.0	3918574.0
13.0	4407963.0
14.0	3745819.0
15.0	4142896.0
16.0	4068168.0
17.0	3952067.0
18.0	4052823.0
19.0	3948575.0
20.0	5261664.0
21.0	4352553.0
22.0	4403306.0
23.0	4409472.0
24.0	4776035.0
25.0	4848190.0
26.0	4986874.0
27.0	5258986.0
28.0	5025465.0
29.0	5051098.0
30.0	7091941.0
31.0	5618563.0
32.0	5827797.0
33.0	6244062.0
34.0	6140690.0
35.0	6288609.0
36.0	6989971.0
37.0	6744108.0
38.0	6706314.0
39.0	6748086.0
40.0	1.1070895E7
41.0	7432802.0
42.0	8147632.0
43.0	7932374.0
44.0	8048937.0
45.0	1.0519651E7
46.0	9119904.0
47.0	8666634.0
48.0	1.1390411E7
49.0	9184835.0
50.0	1.2888996E7
51.0	1.1714119E7
52.0	1.2032936E7
53.0	1.3130013E7
54.0	1.2751285E7
55.0	1.434357E7
56.0	1.6026838E7
57.0	1.7621201E7
58.0	1.8972083E7
59.0	1.8938837E7
60.0	2.185779488E9
61.0	1.3232826E7
62.0	6332032.0
63.0	1875756.0
64.0	419671.0
65.0	860522.0
66.0	159642.0
67.0	30809.0
68.0	11831.0
69.0	270.0
70.0	117067.0
