#Duplication rate	Coverage
1.0	1.34678343E8
2.0	1.4893221E7
3.0	2553648.0
4.0	797531.0
5.0	336698.0
6.0	178278.0
7.0	106630.0
8.0	70622.0
9.0	49125.0
10.0	36585.0
11.0	27558.0
12.0	21814.0
13.0	17690.0
14.0	14429.0
15.0	11937.0
16.0	10109.0
17.0	8785.0
18.0	7622.0
19.0	6721.0
20.0	5826.0
21.0	5216.0
22.0	4734.0
23.0	4226.0
24.0	3853.0
25.0	3540.0
26.0	3191.0
27.0	3000.0
28.0	2655.0
29.0	2508.0
30.0	2230.0
31.0	2105.0
32.0	1947.0
33.0	1841.0
34.0	1762.0
35.0	1593.0
36.0	1513.0
37.0	1418.0
38.0	1322.0
39.0	1254.0
40.0	1215.0
41.0	1078.0
42.0	1029.0
43.0	983.0
44.0	949.0
45.0	920.0
46.0	877.0
47.0	841.0
48.0	739.0
49.0	687.0
50.0	21233.0
