#Mapping quality	mapping quality
0.0	3.8342865E7
1.0	6085581.0
2.0	5314513.0
3.0	5047755.0
4.0	4614301.0
5.0	4399710.0
6.0	4362916.0
7.0	3998942.0
8.0	4071041.0
9.0	3999464.0
10.0	4106854.0
11.0	3730631.0
12.0	3854826.0
13.0	4313662.0
14.0	3666831.0
15.0	4078740.0
16.0	3995880.0
17.0	3865285.0
18.0	3985954.0
19.0	3877835.0
20.0	5284600.0
21.0	4306930.0
22.0	4371431.0
23.0	4361114.0
24.0	4744103.0
25.0	4827251.0
26.0	4891043.0
27.0	5199993.0
28.0	4976627.0
29.0	5002772.0
30.0	7316839.0
31.0	5574905.0
32.0	5788392.0
33.0	6241137.0
34.0	6109181.0
35.0	6262927.0
36.0	7010138.0
37.0	6715344.0
38.0	6686507.0
39.0	6755002.0
40.0	1.1328909E7
41.0	7492654.0
42.0	8206887.0
43.0	8011826.0
44.0	8188362.0
45.0	1.0765557E7
46.0	9283702.0
47.0	8832064.0
48.0	1.1649403E7
49.0	9392231.0
50.0	1.3313501E7
51.0	1.1897976E7
52.0	1.2195635E7
53.0	1.364869E7
54.0	1.2956456E7
55.0	1.5080298E7
56.0	1.7328362E7
57.0	1.9291182E7
58.0	2.1110923E7
59.0	2.1493283E7
60.0	2.186483741E9
