#Duplication rate	Coverage
1.0	1.32662214E8
2.0	1.301773E7
3.0	1886531.0
4.0	478014.0
5.0	172247.0
6.0	83044.0
7.0	47480.0
8.0	31498.0
9.0	22603.0
10.0	17558.0
11.0	13963.0
12.0	11652.0
13.0	9532.0
14.0	8070.0
15.0	7154.0
16.0	6272.0
17.0	5495.0
18.0	4807.0
19.0	4370.0
20.0	3997.0
21.0	3622.0
22.0	3313.0
23.0	3028.0
24.0	2780.0
25.0	2597.0
26.0	2360.0
27.0	2124.0
28.0	2103.0
29.0	2017.0
30.0	1808.0
31.0	1757.0
32.0	1718.0
33.0	1632.0
34.0	1507.0
35.0	1520.0
36.0	1385.0
37.0	1333.0
38.0	1327.0
39.0	1289.0
40.0	1288.0
41.0	1261.0
42.0	1217.0
43.0	1191.0
44.0	1185.0
45.0	1117.0
46.0	1107.0
47.0	1087.0
48.0	1090.0
49.0	1043.0
50.0	35004.0
