#Mapping quality	mapping quality
0.0	3.7961987E7
1.0	6103248.0
2.0	5478243.0
3.0	5404860.0
4.0	4872472.0
5.0	4673780.0
6.0	4689923.0
7.0	4310775.0
8.0	4268581.0
9.0	4366003.0
10.0	4331475.0
11.0	3916298.0
12.0	4027979.0
13.0	4758447.0
14.0	3826345.0
15.0	4304531.0
16.0	4213264.0
17.0	4057417.0
18.0	4210772.0
19.0	4089066.0
20.0	5531923.0
21.0	4595045.0
22.0	4608450.0
23.0	4599272.0
24.0	4980896.0
25.0	5118648.0
26.0	5220299.0
27.0	5738170.0
28.0	5243878.0
29.0	5307396.0
30.0	7117547.0
31.0	5833699.0
32.0	6055654.0
33.0	6592380.0
34.0	6352925.0
35.0	6574654.0
36.0	7143411.0
37.0	7034537.0
38.0	7003828.0
39.0	7235632.0
40.0	1.2094404E7
41.0	7935215.0
42.0	8522489.0
43.0	8510612.0
44.0	8732580.0
45.0	1.087333E7
46.0	9912914.0
47.0	9527279.0
48.0	1.1927981E7
49.0	1.0174797E7
50.0	1.3928012E7
51.0	1.2402497E7
52.0	1.2900331E7
53.0	1.4640829E7
54.0	1.3662162E7
55.0	1.6208202E7
56.0	1.8938931E7
57.0	2.0748723E7
58.0	2.1382624E7
59.0	2.1038978E7
60.0	2.265285921E9
