#Duplication rate	Coverage
1.0	5696372.0
2.0	207789.0
3.0	21696.0
4.0	9099.0
5.0	5972.0
6.0	4483.0
7.0	3143.0
8.0	2328.0
9.0	1643.0
10.0	1241.0
11.0	1002.0
12.0	792.0
13.0	567.0
14.0	484.0
15.0	390.0
16.0	275.0
17.0	222.0
18.0	194.0
19.0	147.0
20.0	120.0
21.0	107.0
22.0	81.0
23.0	59.0
24.0	56.0
25.0	50.0
26.0	32.0
27.0	33.0
28.0	20.0
29.0	22.0
30.0	27.0
31.0	21.0
32.0	16.0
33.0	19.0
34.0	21.0
35.0	14.0
36.0	15.0
37.0	11.0
38.0	13.0
39.0	9.0
40.0	12.0
41.0	8.0
42.0	10.0
43.0	9.0
44.0	6.0
45.0	6.0
46.0	6.0
47.0	7.0
48.0	7.0
49.0	4.0
50.0	108.0
