#Mapping quality	mapping quality
0.0	5.8957622E7
1.0	2168954.0
2.0	2257410.0
3.0	2665072.0
4.0	2847983.0
5.0	2577307.0
6.0	2830399.0
7.0	3469029.0
8.0	4481926.0
9.0	3005920.0
10.0	2197603.0
11.0	1875021.0
12.0	1490836.0
13.0	1258968.0
14.0	1104466.0
15.0	1139962.0
16.0	1130821.0
17.0	1227879.0
18.0	1206337.0
19.0	1291977.0
20.0	1572157.0
21.0	1833143.0
22.0	2650493.0
23.0	2040165.0
24.0	1693655.0
25.0	1562303.0
26.0	1366271.0
27.0	1448302.0
28.0	1202874.0
29.0	1154887.0
30.0	1890556.0
31.0	1434046.0
32.0	1606922.0
33.0	1513263.0
34.0	1430974.0
35.0	1275938.0
36.0	1065409.0
37.0	1072078.0
38.0	1002569.0
39.0	1053074.0
40.0	1088228.0
41.0	1029718.0
42.0	1073874.0
43.0	1259313.0
44.0	990966.0
45.0	1074980.0
46.0	996566.0
47.0	953450.0
48.0	989184.0
49.0	840477.0
50.0	876905.0
51.0	851230.0
52.0	907718.0
53.0	753826.0
54.0	1162128.0
55.0	795739.0
56.0	820930.0
57.0	799174.0
58.0	807949.0
59.0	744795.0
60.0	3.52934338E8
