#Coverage	Number of genomic locations
0.0	2.314591209E9
1.0	4.11630842E8
2.0	6.6381682E7
3.0	1.4039994E7
4.0	4436086.0
5.0	1820355.0
6.0	869656.0
7.0	457963.0
8.0	259137.0
9.0	155536.0
10.0	101765.0
11.0	69761.0
12.0	51383.0
13.0	38990.0
14.0	31193.0
15.0	26032.0
16.0	22147.0
17.0	19059.0
18.0	16909.0
19.0	14371.0
20.0	12991.0
21.0	12587.0
22.0	12113.0
23.0	11455.0
24.0	10854.0
25.0	9799.0
26.0	9622.0
27.0	8973.0
28.0	8228.0
29.0	8116.0
30.0	7659.0
31.0	7233.0
32.0	7025.0
33.0	6496.0
34.0	6017.0
35.0	5630.0
36.0	5532.0
37.0	5302.0
38.0	5217.0
39.0	4927.0
40.0	4877.0
41.0	4587.0
42.0	4082.0
43.0	4010.0
44.0	3865.0
45.0	3874.0
46.0	3722.0
47.0	3777.0
48.0	3680.0
49.0	3249.0
50.0	3244.0
51.0	3039.0
52.0	2948.0
53.0	2860.0
54.0	2527.0
55.0	2663.0
56.0	2648.0
57.0	2624.0
58.0	2559.0
59.0	2457.0
60.0	2376.0
61.0	2248.0
62.0	2102.0
63.0	2125.0
64.0	1806.0
65.0	1697.0
66.0	1736.0
67.0	1729.0
68.0	1651.0
69.0	1474.0
70.0	1339.0
71.0	1399.0
72.0	1286.0
73.0	1201.0
74.0	1183.0
75.0	1153.0
76.0	1164.0
77.0	1073.0
78.0	1078.0
79.0	1027.0
80.0	877.0
81.0	828.0
82.0	866.0
83.0	910.0
84.0	827.0
85.0	790.0
86.0	899.0
87.0	817.0
88.0	814.0
89.0	697.0
90.0	691.0
91.0	758.0
92.0	780.0
93.0	831.0
94.0	764.0
95.0	712.0
96.0	714.0
97.0	733.0
98.0	713.0
99.0	656.0
100.0	654.0
101.0	566.0
102.0	616.0
103.0	555.0
104.0	510.0
105.0	547.0
106.0	542.0
107.0	503.0
108.0	533.0
109.0	499.0
110.0	532.0
111.0	540.0
112.0	522.0
113.0	547.0
114.0	518.0
115.0	521.0
116.0	503.0
117.0	435.0
118.0	488.0
119.0	421.0
120.0	438.0
121.0	400.0
122.0	391.0
123.0	410.0
124.0	406.0
125.0	373.0
126.0	388.0
127.0	397.0
128.0	438.0
129.0	368.0
130.0	392.0
131.0	354.0
132.0	419.0
133.0	365.0
134.0	339.0
135.0	350.0
136.0	365.0
137.0	395.0
138.0	395.0
139.0	336.0
140.0	298.0
141.0	309.0
142.0	292.0
143.0	328.0
144.0	307.0
145.0	297.0
146.0	253.0
147.0	334.0
148.0	316.0
149.0	275.0
150.0	290.0
151.0	308.0
152.0	284.0
153.0	262.0
154.0	273.0
155.0	295.0
156.0	296.0
157.0	311.0
158.0	281.0
159.0	276.0
160.0	291.0
161.0	276.0
162.0	226.0
163.0	276.0
164.0	249.0
165.0	242.0
166.0	272.0
167.0	237.0
168.0	235.0
169.0	200.0
170.0	231.0
171.0	215.0
172.0	190.0
173.0	185.0
174.0	200.0
175.0	175.0
176.0	170.0
177.0	164.0
178.0	168.0
179.0	150.0
180.0	178.0
181.0	159.0
182.0	111.0
183.0	156.0
184.0	132.0
185.0	107.0
186.0	134.0
187.0	130.0
188.0	132.0
189.0	133.0
190.0	117.0
191.0	102.0
192.0	120.0
193.0	127.0
194.0	131.0
195.0	127.0
196.0	154.0
197.0	144.0
198.0	151.0
199.0	147.0
200.0	152.0
201.0	139.0
202.0	138.0
