#GC Content (%)	Sample
1.0	7.225275603622103E-8
2.0	2.1675826810866306E-7
3.0	3.251374021629946E-7
4.0	7.586539383803209E-7
5.0	9.754122064889839E-7
6.0	1.481181498742531E-6
7.0	1.5534342547787521E-6
8.0	2.4927200832496257E-6
9.0	2.4204673272134046E-6
10.0	3.2875003996480566E-6
11.0	5.021566544517362E-6
12.0	8.128435054074865E-6
13.0	1.3113875220574115E-5
14.0	2.2181596103119855E-5
15.0	3.543997683576642E-5
16.0	6.304052964160285E-5
17.0	1.2001182777616313E-4
18.0	2.305224181335632E-4
19.0	4.3980252599247737E-4
20.0	8.185514731343479E-4
21.0	0.0014322302565279912
22.0	0.00244254054418247
23.0	0.003912378360227314
24.0	0.006042570240065202
25.0	0.009794475229136068
26.0	0.011016919608512891
27.0	0.015779568401774455
28.0	0.020114986648593847
29.0	0.024516480040808353
30.0	0.02893224335234002
31.0	0.03346241890305505
32.0	0.037884468204361865
33.0	0.041487713147888204
34.0	0.043611655164328966
35.0	0.044084332694317906
36.0	0.043964826635834016
37.0	0.043981914412636575
38.0	0.043495075342464516
39.0	0.04217953328693502
40.0	0.04070593832757629
41.0	0.0395300247230868
42.0	0.038150430599331195
43.0	0.03727093392648029
44.0	0.036133386535446024
45.0	0.03302756569085105
46.0	0.029627134233518378
47.0	0.026544145259830842
48.0	0.023729539148439855
49.0	0.02136141894297469
50.0	0.019400623649663728
51.0	0.01909484998611844
52.0	0.014163201996488154
53.0	0.014328588555055064
54.0	0.012990033996728035
55.0	0.011819178085161074
56.0	0.01073264113988838
57.0	0.009623597461110404
58.0	0.00861512961873485
59.0	0.007781874709747131
60.0	0.007151975182623358
61.0	0.006477026062110999
62.0	0.00578181004353048
63.0	0.005059679873326469
64.0	0.004277290904588249
65.0	0.0034776335271573724
66.0	0.002762367368776802
67.0	0.002182539001586128
68.0	0.001707693888916084
69.0	0.001337326261474415
70.0	0.0010277232018592079
71.0	7.796794903868611E-4
72.0	5.900521321697992E-4
73.0	4.405250535528396E-4
74.0	3.407078710888003E-4
75.0	2.7181486820826347E-4
76.0	2.0935236061495044E-4
77.0	1.6726513022385169E-4
78.0	1.3139163685186792E-4
79.0	1.1697721202264185E-4
80.0	1.013344903408E-4
81.0	7.738270171479274E-5
82.0	6.257088672736741E-5
83.0	4.916800048264841E-5
84.0	3.731854849270816E-5
85.0	2.785343745196321E-5
86.0	2.1964837835011193E-5
87.0	1.6256870108149734E-5
88.0	1.2571979550302457E-5
89.0	9.10384726056385E-6
90.0	4.5519236302819255E-6
91.0	1.9508244129779678E-6
92.0	1.3728023646881994E-6
93.0	6.141484263078788E-7
94.0	4.3351653621732617E-7
95.0	3.9739015819921567E-7
96.0	6.141484263078788E-7
97.0	1.9146980349598572E-6
98.0	4.335165362173262E-6
99.0	5.996978751006344E-6
100.0	7.35496930070712E-4
