#Coverage (X)	Coverage
1.0	21.213533265387824
2.0	5.2413073521530436
3.0	1.6050321748056717
4.0	0.6572734587167304
5.0	0.33577520684018225
6.0	0.19584710345040435
7.0	0.12447341054959793
8.0	0.08484706677636211
9.0	0.061470330303663445
10.0	0.04678369958551798
11.0	0.037219543114233034
12.0	0.030921213496043265
13.0	0.02644831010044868
14.0	0.023234909241239166
15.0	0.020814824488923023
16.0	0.018982614143823184
17.0	0.017541822804673757
18.0	0.01633723258980524
19.0	0.015340961110865692
20.0	0.014495005896279167
21.0	0.01380171119780016
22.0	0.013185279541872319
23.0	0.012627986964432125
24.0	0.01211882258600383
25.0	0.011655406635853183
26.0	0.011227900360381682
27.0	0.010852535927085682
28.0	0.010500507454494823
29.0	0.01017795972373392
30.0	0.009893204172854553
31.0	0.00961938846351984
32.0	0.009348165638712658
33.0	0.009102303355660979
34.0	0.008876225136702942
35.0	0.00865984359548122
36.0	0.008444065876688
37.0	0.008242921971898909
38.0	0.008046395532701922
39.0	0.007861199643684813
40.0	0.007687938127261873
41.0	0.00751574217981954
42.0	0.007347844027265182
43.0	0.007192555107664589
44.0	0.00704323337436108
45.0	0.006901193029094088
46.0	0.006768529690873493
47.0	0.006639276173387998
48.0	0.006511052705917564
49.0	0.006391886574789396
50.0	0.006273253228158637
51.0	0.006167726379999294
