#Duplication rate	Coverage
1.0	1.34807306E8
2.0	1.4084558E7
3.0	2088516.0
4.0	544151.0
5.0	196196.0
6.0	94963.0
7.0	54548.0
8.0	36160.0
9.0	26292.0
10.0	20444.0
11.0	16303.0
12.0	13498.0
13.0	11576.0
14.0	9959.0
15.0	8466.0
16.0	7663.0
17.0	6810.0
18.0	6015.0
19.0	5531.0
20.0	4948.0
21.0	4662.0
22.0	4144.0
23.0	3812.0
24.0	3678.0
25.0	3301.0
26.0	3051.0
27.0	3011.0
28.0	2773.0
29.0	2616.0
30.0	2429.0
31.0	2326.0
32.0	2340.0
33.0	2146.0
34.0	2211.0
35.0	1942.0
36.0	1932.0
37.0	1909.0
38.0	1789.0
39.0	1743.0
40.0	1657.0
41.0	1570.0
42.0	1490.0
43.0	1524.0
44.0	1444.0
45.0	1322.0
46.0	1215.0
47.0	1213.0
48.0	1230.0
49.0	1112.0
50.0	30303.0
