#Coverage (X)	Coverage
1.0	98.4924129719657
2.0	96.0588269633854
3.0	91.08043575753018
4.0	83.06241376945174
5.0	72.44194772018227
6.0	60.394082118573685
7.0	48.3350357147537
8.0	37.43641282811673
9.0	28.391417477215512
10.0	21.38936887680464
11.0	16.269899143768015
12.0	12.685478318081536
13.0	10.243491292611424
14.0	8.596765108461412
15.0	7.476361449676588
16.0	6.690024784097361
17.0	6.110931553265971
18.0	5.659961839531064
19.0	5.289686137466276
20.0	4.970697300541687
21.0	4.687715353711155
22.0	4.431134938502765
23.0	4.195576210241612
24.0	3.977384800104886
25.0	3.774856188430462
26.0	3.586495026747329
27.0	3.4106656666685495
28.0	3.2463109927263076
29.0	3.092495755025368
30.0	2.94824925574234
31.0	2.8124833003141276
32.0	2.6850000125808293
33.0	2.565188785996938
34.0	2.452781985153223
35.0	2.346776341334433
36.0	2.246915265529765
37.0	2.152579839755674
38.0	2.0631226598178216
39.0	1.9784464392681826
40.0	1.8983095425806766
41.0	1.8223709521621885
42.0	1.7502066781148784
43.0	1.681860728437698
44.0	1.6169040340206777
45.0	1.555231778394969
46.0	1.4964488841011274
47.0	1.4405551025063943
48.0	1.3871349682647889
49.0	1.336227303606222
50.0	1.2875145689741316
51.0	1.240966466690466
