#Mapping quality	mapping quality
0.0	5.9343776E7
1.0	3630607.0
2.0	3585306.0
3.0	4066709.0
4.0	3554573.0
5.0	3417538.0
6.0	3647925.0
7.0	3297958.0
8.0	3316532.0
9.0	3569457.0
10.0	3357533.0
11.0	2720495.0
12.0	2959110.0
13.0	4272860.0
14.0	2504331.0
15.0	3385091.0
16.0	3049403.0
17.0	2673655.0
18.0	2992254.0
19.0	2866404.0
20.0	5589331.0
21.0	3521929.0
22.0	3482656.0
23.0	3283519.0
24.0	3830834.0
25.0	3986491.0
26.0	3566498.0
27.0	5800540.0
28.0	3451165.0
29.0	3440081.0
30.0	7941337.0
31.0	4184479.0
32.0	4194856.0
33.0	5093503.0
34.0	4306456.0
35.0	4377696.0
36.0	4776554.0
37.0	4701715.0
38.0	4322339.0
39.0	4965097.0
40.0	1.6096799E7
41.0	5516421.0
42.0	5874946.0
43.0	6168204.0
44.0	5687339.0
45.0	7817722.0
46.0	7031141.0
47.0	6843731.0
48.0	8463091.0
49.0	6554021.0
50.0	1.1420367E7
51.0	7282639.0
52.0	7630881.0
53.0	1.0390239E7
54.0	7981803.0
55.0	9629157.0
56.0	9720854.0
57.0	9397936.0
58.0	8649156.0
59.0	8532001.0
60.0	1.817723431E9
