#Duplication rate	Coverage
1.0	1.44175948E8
2.0	1.8268369E7
3.0	3025190.0
4.0	1007240.0
5.0	392694.0
6.0	209567.0
7.0	119958.0
8.0	77904.0
9.0	52552.0
10.0	38070.0
11.0	27855.0
12.0	21793.0
13.0	17010.0
14.0	13677.0
15.0	10983.0
16.0	9075.0
17.0	7765.0
18.0	6538.0
19.0	5459.0
20.0	4792.0
21.0	4073.0
22.0	3646.0
23.0	3225.0
24.0	2816.0
25.0	2618.0
26.0	2245.0
27.0	2090.0
28.0	1820.0
29.0	1679.0
30.0	1515.0
31.0	1469.0
32.0	1274.0
33.0	1207.0
34.0	1088.0
35.0	957.0
36.0	866.0
37.0	871.0
38.0	767.0
39.0	740.0
40.0	650.0
41.0	676.0
42.0	567.0
43.0	564.0
44.0	472.0
45.0	447.0
46.0	436.0
47.0	420.0
48.0	366.0
49.0	356.0
50.0	7504.0
