#Mapping quality	mapping quality
0.0	5.0469532E7
1.0	6998108.0
2.0	6206038.0
3.0	5717591.0
4.0	5301088.0
5.0	5097036.0
6.0	5000051.0
7.0	4602758.0
8.0	4835750.0
9.0	4575828.0
10.0	4891843.0
11.0	4458279.0
12.0	4642843.0
13.0	5001477.0
14.0	4442520.0
15.0	4946425.0
16.0	4821263.0
17.0	4719624.0
18.0	4806216.0
19.0	4709417.0
20.0	6531827.0
21.0	5226843.0
22.0	5364671.0
23.0	5367670.0
24.0	5841069.0
25.0	5869339.0
26.0	5898738.0
27.0	6125299.0
28.0	6011748.0
29.0	5990690.0
30.0	9786014.0
31.0	6651326.0
32.0	6848428.0
33.0	7171049.0
34.0	7194682.0
35.0	7216589.0
36.0	8135192.0
37.0	7523941.0
38.0	7475305.0
39.0	7409979.0
40.0	1.3195979E7
41.0	8254428.0
42.0	9272997.0
43.0	8757505.0
44.0	8650287.0
45.0	1.3579376E7
46.0	1.014235E7
47.0	9821549.0
48.0	1.5164567E7
49.0	1.083956E7
50.0	1.7255625E7
51.0	1.7156934E7
52.0	1.7913113E7
53.0	1.9181504E7
54.0	2.2488728E7
55.0	2.4209182E7
56.0	2.3873995E7
57.0	2.3294545E7
58.0	2.4771115E7
59.0	2.3984582E7
60.0	2.059508474E9
