#Duplication rate	Coverage
1.0	1.29837267E8
2.0	1.3071702E7
3.0	2022566.0
4.0	543728.0
5.0	197571.0
6.0	94519.0
7.0	52660.0
8.0	34127.0
9.0	23878.0
10.0	18009.0
11.0	14268.0
12.0	11634.0
13.0	9862.0
14.0	8643.0
15.0	7393.0
16.0	6673.0
17.0	5837.0
18.0	5212.0
19.0	4800.0
20.0	4312.0
21.0	3952.0
22.0	3590.0
23.0	3309.0
24.0	3112.0
25.0	2944.0
26.0	2723.0
27.0	2575.0
28.0	2482.0
29.0	2255.0
30.0	2092.0
31.0	2128.0
32.0	2007.0
33.0	1882.0
34.0	1889.0
35.0	1786.0
36.0	1702.0
37.0	1666.0
38.0	1582.0
39.0	1616.0
40.0	1538.0
41.0	1456.0
42.0	1417.0
43.0	1294.0
44.0	1289.0
45.0	1189.0
46.0	1182.0
47.0	1146.0
48.0	1119.0
49.0	1120.0
50.0	29789.0
