#Duplication rate	Coverage
1.0	1.15380946E8
2.0	1.0660262E7
3.0	1502476.0
4.0	402487.0
5.0	146436.0
6.0	73857.0
7.0	43289.0
8.0	29769.0
9.0	21346.0
10.0	16552.0
11.0	13314.0
12.0	11013.0
13.0	9401.0
14.0	8037.0
15.0	6891.0
16.0	6048.0
17.0	5230.0
18.0	4670.0
19.0	4342.0
20.0	3736.0
21.0	3511.0
22.0	3076.0
23.0	2726.0
24.0	2512.0
25.0	2385.0
26.0	2190.0
27.0	2005.0
28.0	1922.0
29.0	1801.0
30.0	1698.0
31.0	1576.0
32.0	1526.0
33.0	1528.0
34.0	1442.0
35.0	1391.0
36.0	1321.0
37.0	1372.0
38.0	1301.0
39.0	1260.0
40.0	1220.0
41.0	1210.0
42.0	1134.0
43.0	1248.0
44.0	1130.0
45.0	1062.0
46.0	1025.0
47.0	1082.0
48.0	1001.0
49.0	964.0
50.0	31139.0
