#Coverage (X)	Coverage
1.0	89.03726310641572
2.0	71.27172736178133
3.0	51.34658910949828
4.0	34.29921599256167
5.0	22.05750897247799
6.0	14.294755257963843
7.0	9.744315167105583
8.0	7.15967825539569
9.0	5.662738996449164
10.0	4.730696747980232
11.0	4.087835145260229
12.0	3.600549668502424
13.0	3.2051148172102444
14.0	2.8710751380895516
15.0	2.5834638978558644
16.0	2.3331366321408353
17.0	2.11354414086901
18.0	1.92008920426359
19.0	1.7485845979729788
20.0	1.5961297011530746
21.0	1.460263084975054
22.0	1.338646784536138
23.0	1.2292403062742636
24.0	1.1309909390734134
25.0	1.0420123061652617
26.0	0.9613530320439452
27.0	0.8880877410867924
28.0	0.8216084196328239
29.0	0.7610502518964779
30.0	0.7058824779679611
31.0	0.6555875154738828
32.0	0.6097373253542884
33.0	0.5677432162657396
34.0	0.5293995333947663
35.0	0.4945306709731767
36.0	0.4626153171361551
37.0	0.4331940340577489
38.0	0.4062120870112551
39.0	0.38146012721074385
40.0	0.3587084535027145
41.0	0.33766502894825123
42.0	0.3181528625394918
43.0	0.3001782411334091
44.0	0.28357479389300977
45.0	0.2682079039369256
46.0	0.2540136726452289
47.0	0.24077056822662257
48.0	0.22844150888053605
49.0	0.21694735835058054
50.0	0.2061945951991504
51.0	0.19622704983034112
