#Duplication rate	Coverage
1.0	1.59118382E8
2.0	2.2456423E7
3.0	4209199.0
4.0	1456375.0
5.0	594694.0
6.0	317392.0
7.0	182857.0
8.0	117764.0
9.0	79834.0
10.0	57744.0
11.0	43036.0
12.0	32925.0
13.0	26016.0
14.0	21276.0
15.0	17168.0
16.0	14332.0
17.0	12162.0
18.0	10413.0
19.0	8986.0
20.0	7874.0
21.0	6688.0
22.0	6138.0
23.0	5283.0
24.0	4752.0
25.0	4163.0
26.0	3808.0
27.0	3443.0
28.0	3051.0
29.0	2770.0
30.0	2535.0
31.0	2264.0
32.0	2152.0
33.0	1948.0
34.0	1837.0
35.0	1696.0
36.0	1542.0
37.0	1390.0
38.0	1331.0
39.0	1246.0
40.0	1189.0
41.0	1129.0
42.0	1097.0
43.0	985.0
44.0	881.0
45.0	801.0
46.0	782.0
47.0	717.0
48.0	733.0
49.0	639.0
50.0	15672.0
