#Mapping quality	mapping quality
0.0	6.5564844E7
1.0	2493472.0
2.0	2668645.0
3.0	3065199.0
4.0	3235951.0
5.0	2914186.0
6.0	3111371.0
7.0	3852502.0
8.0	4919138.0
9.0	3274741.0
10.0	2497902.0
11.0	2135983.0
12.0	1700395.0
13.0	1444897.0
14.0	1308867.0
15.0	1334138.0
16.0	1336806.0
17.0	1410559.0
18.0	1397217.0
19.0	1487294.0
20.0	1781866.0
21.0	2029749.0
22.0	2942824.0
23.0	2222265.0
24.0	1904761.0
25.0	1734001.0
26.0	1535700.0
27.0	1650150.0
28.0	1371796.0
29.0	1320622.0
30.0	2212501.0
31.0	1633327.0
32.0	1839557.0
33.0	1689591.0
34.0	1602934.0
35.0	1401179.0
36.0	1227102.0
37.0	1207733.0
38.0	1153361.0
39.0	1184308.0
40.0	1275215.0
41.0	1196727.0
42.0	1224742.0
43.0	1428167.0
44.0	1137313.0
45.0	1218645.0
46.0	1130115.0
47.0	1089117.0
48.0	1123401.0
49.0	962847.0
50.0	1021450.0
51.0	971712.0
52.0	1042024.0
53.0	849728.0
54.0	1334416.0
55.0	926695.0
56.0	950715.0
57.0	929886.0
58.0	925639.0
59.0	855306.0
60.0	3.83934846E8
