#Duplication rate	Coverage
1.0	6423053.0
2.0	240507.0
3.0	24126.0
4.0	9643.0
5.0	6359.0
6.0	4561.0
7.0	3535.0
8.0	2657.0
9.0	2074.0
10.0	1537.0
11.0	1213.0
12.0	939.0
13.0	673.0
14.0	541.0
15.0	436.0
16.0	367.0
17.0	345.0
18.0	212.0
19.0	209.0
20.0	182.0
21.0	157.0
22.0	129.0
23.0	85.0
24.0	85.0
25.0	65.0
26.0	57.0
27.0	58.0
28.0	39.0
29.0	35.0
30.0	17.0
31.0	33.0
32.0	21.0
33.0	17.0
34.0	14.0
35.0	19.0
36.0	21.0
37.0	19.0
38.0	10.0
39.0	11.0
40.0	12.0
41.0	14.0
42.0	11.0
43.0	7.0
44.0	4.0
45.0	6.0
46.0	7.0
47.0	8.0
48.0	7.0
49.0	7.0
50.0	138.0
