#Duplication rate	Coverage
1.0	1.54247336E8
2.0	1.7045831E7
3.0	3124119.0
4.0	1008077.0
5.0	436349.0
6.0	231323.0
7.0	137421.0
8.0	89652.0
9.0	61241.0
10.0	44706.0
11.0	33380.0
12.0	25765.0
13.0	20708.0
14.0	16771.0
15.0	13925.0
16.0	11645.0
17.0	9962.0
18.0	8794.0
19.0	7486.0
20.0	6617.0
21.0	5812.0
22.0	5170.0
23.0	4763.0
24.0	4292.0
25.0	3836.0
26.0	3579.0
27.0	3149.0
28.0	3061.0
29.0	2746.0
30.0	2579.0
31.0	2346.0
32.0	2134.0
33.0	2097.0
34.0	1945.0
35.0	1845.0
36.0	1615.0
37.0	1585.0
38.0	1510.0
39.0	1426.0
40.0	1360.0
41.0	1233.0
42.0	1191.0
43.0	1069.0
44.0	1037.0
45.0	938.0
46.0	955.0
47.0	1001.0
48.0	819.0
49.0	848.0
50.0	27002.0
