#Coverage (X)	Coverage
1.0	99.18202608627249
2.0	98.06555057390392
3.0	95.51768565524358
4.0	90.72986835491915
5.0	83.32103424405919
6.0	73.56763611078777
7.0	62.34946370057683
8.0	50.83034358636397
9.0	40.09986755897098
10.0	30.896330244193564
11.0	23.539615896062756
12.0	18.002916428624943
13.0	14.032777708326023
14.0	11.285669635787585
15.0	9.424724328317566
16.0	8.169216473995576
17.0	7.308462425503407
18.0	6.695652239490229
19.0	6.237065985471148
20.0	5.873185623279568
21.0	5.569499696391077
22.0	5.305371591403485
23.0	5.068587121166701
24.0	4.852181563588999
25.0	4.6520229085054865
26.0	4.465711333919302
27.0	4.290996403675379
28.0	4.126807020179285
29.0	3.9718361220088667
30.0	3.825271532241743
31.0	3.686374602398786
32.0	3.555083966358424
33.0	3.4305247132775776
34.0	3.312051205015635
35.0	3.19921169819564
36.0	3.0916742982154375
37.0	2.9892346115291133
38.0	2.89138292965211
39.0	2.7979532313482594
40.0	2.708542718267708
41.0	2.623172166169681
42.0	2.5414888307577286
43.0	2.4633314226411898
44.0	2.3886936943052888
45.0	2.3173232683331264
46.0	2.248868435519455
47.0	2.183164801199993
48.0	2.1200942171069386
49.0	2.059353734224402
50.0	2.0009286025026682
51.0	1.944721634270877
