#Duplication rate	Coverage
1.0	5.0122688E7
2.0	2110606.0
3.0	202446.0
4.0	59276.0
5.0	29429.0
6.0	19272.0
7.0	14001.0
8.0	10793.0
9.0	8606.0
10.0	6947.0
11.0	5697.0
12.0	4734.0
13.0	3805.0
14.0	3220.0
15.0	2778.0
16.0	2216.0
17.0	1916.0
18.0	1567.0
19.0	1263.0
20.0	1075.0
21.0	990.0
22.0	782.0
23.0	589.0
24.0	522.0
25.0	462.0
26.0	339.0
27.0	341.0
28.0	272.0
29.0	224.0
30.0	212.0
31.0	167.0
32.0	171.0
33.0	146.0
34.0	111.0
35.0	100.0
36.0	88.0
37.0	79.0
38.0	70.0
39.0	59.0
40.0	62.0
41.0	43.0
42.0	51.0
43.0	45.0
44.0	39.0
45.0	38.0
46.0	33.0
47.0	26.0
48.0	19.0
49.0	29.0
50.0	587.0
