#GC Content (%)	Sample
1.0	2.7636123453327077E-7
2.0	2.7636123453327077E-7
3.0	0.0
4.0	1.3818061726663538E-7
5.0	1.3818061726663538E-7
6.0	1.105444938133083E-6
7.0	9.672643208664476E-7
8.0	1.2436255553997185E-6
9.0	2.3490704935328016E-6
10.0	1.6581674071996248E-6
11.0	1.381806172666354E-6
12.0	3.4545154316658842E-6
13.0	4.559960369798968E-6
14.0	6.909030863331769E-6
15.0	1.1607171850397373E-5
16.0	2.4457969256194467E-5
17.0	4.933048036418883E-5
18.0	8.636288579164713E-5
19.0	1.72449410348761E-4
20.0	3.495969616845875E-4
21.0	6.137983018983944E-4
22.0	0.001131561074796477
23.0	0.001990077249874083
24.0	0.003281927840699857
25.0	0.005903766872716996
26.0	0.007280736723779018
27.0	0.011362453977218162
28.0	0.015657245742482458
29.0	0.02063672246630293
30.0	0.026117242108332224
31.0	0.032037176113269415
32.0	0.038045131171405455
33.0	0.043637024390951656
34.0	0.04747430013244613
35.0	0.04946009378318494
36.0	0.050298850129993425
37.0	0.05032745351776761
38.0	0.04933282943468237
39.0	0.047156622893350125
40.0	0.04445754089628094
41.0	0.041871905185987664
42.0	0.039295942118903034
43.0	0.037222265595582636
44.0	0.03505255354326193
45.0	0.03173677145133175
46.0	0.028461061738408892
47.0	0.025349510598798797
48.0	0.02288022296824402
49.0	0.0206318861446986
50.0	0.01887740684726413
51.0	0.018702055643952768
52.0	0.014014416383799428
53.0	0.01407922309329748
54.0	0.01285038286394529
55.0	0.011702654656928619
56.0	0.010565566357441478
57.0	0.009473663119800522
58.0	0.008671110094715904
59.0	0.007878782435309017
60.0	0.007136061617500852
61.0	0.0064932453859764625
62.0	0.005864247216178739
63.0	0.0051227700239259745
64.0	0.004237999531567708
65.0	0.0034172066650038934
66.0	0.002653620573988466
67.0	0.00204811310912607
68.0	0.0015893534598008404
69.0	0.0011778515815808002
70.0	9.140647832187932E-4
71.0	6.498634430049863E-4
72.0	4.8515214722315693E-4
73.0	3.4766243304285466E-4
74.0	2.7000492613900556E-4
75.0	2.081000096035529E-4
76.0	1.5835498738756416E-4
77.0	1.1690080220757354E-4
78.0	9.686461270391141E-5
79.0	8.636288579164711E-5
80.0	6.508307073258528E-5
81.0	5.1541370240455E-5
82.0	3.523605740299202E-5
83.0	2.7774304070593715E-5
84.0	2.1141634441795215E-5
85.0	1.685803530652952E-5
86.0	1.5199867899329893E-5
87.0	9.810823825931112E-6
88.0	1.0225365677731019E-5
89.0	7.185392097865039E-6
90.0	3.7308766661991552E-6
91.0	2.7636123453327077E-6
92.0	1.79634802446626E-6
93.0	5.527224690665415E-7
94.0	8.290837035998123E-7
95.0	1.3818061726663538E-7
96.0	1.3818061726663538E-7
97.0	4.1454185179990615E-7
98.0	5.527224690665415E-7
99.0	9.672643208664476E-7
100.0	4.160618385898392E-4
