#Coverage (X)	Coverage
1.0	80.33912836062325
2.0	59.26261653955686
3.0	39.83970396464844
4.0	26.121475798775265
5.0	16.965200273114704
6.0	11.401352933329619
7.0	8.036853042794093
8.0	6.029876313711043
9.0	4.77638259184387
10.0	3.9509037770367
11.0	3.3660257142794165
12.0	2.924165940477863
13.0	2.5723409205212135
14.0	2.2826257498520874
15.0	2.0375475124599802
16.0	1.8264708708952355
17.0	1.6429596109134366
18.0	1.482793404486614
19.0	1.3418960950700267
20.0	1.217190354963435
21.0	1.1068752660308405
22.0	1.008377301586549
23.0	0.9207716898303033
24.0	0.8424846564140296
25.0	0.7724252718142424
26.0	0.709635909187071
27.0	0.6531380920555705
28.0	0.602143157297391
29.0	0.5561990195125759
30.0	0.5147157797128301
31.0	0.47730308446118386
32.0	0.4434498513550409
33.0	0.41270204145129696
34.0	0.38462888072959345
35.0	0.35905259676482615
36.0	0.33569635473554627
37.0	0.314376343992393
38.0	0.2949104232774289
39.0	0.27707460999070577
40.0	0.2606905989226078
41.0	0.24562398630557425
42.0	0.231744701685912
43.0	0.21893709531012462
44.0	0.20707251748316935
45.0	0.19603968728436882
46.0	0.1858300091239471
47.0	0.17643414151383752
48.0	0.16766816724778266
49.0	0.15951446891862986
50.0	0.15187327375070936
51.0	0.14472980585415485
