#Duplication rate	Coverage
1.0	1.56058038E8
2.0	1.6384538E7
3.0	2633778.0
4.0	715398.0
5.0	266940.0
6.0	127430.0
7.0	71907.0
8.0	45693.0
9.0	31753.0
10.0	23855.0
11.0	18503.0
12.0	14802.0
13.0	12390.0
14.0	10257.0
15.0	9024.0
16.0	7957.0
17.0	7137.0
18.0	6227.0
19.0	5602.0
20.0	4956.0
21.0	4650.0
22.0	4222.0
23.0	3804.0
24.0	3610.0
25.0	3353.0
26.0	3096.0
27.0	2905.0
28.0	2665.0
29.0	2551.0
30.0	2332.0
31.0	2257.0
32.0	2115.0
33.0	1993.0
34.0	1886.0
35.0	1796.0
36.0	1711.0
37.0	1714.0
38.0	1603.0
39.0	1587.0
40.0	1469.0
41.0	1473.0
42.0	1401.0
43.0	1276.0
44.0	1372.0
45.0	1317.0
46.0	1269.0
47.0	1286.0
48.0	1247.0
49.0	1210.0
50.0	45708.0
