#Position (bp)	Coverage
3519247.5	0.23858853896870552
1.05577415E7	0.21587913550824936
1.75962355E7	0.21080304962965088
2.46347295E7	0.1900596917465583
3.16732235E7	0.18728566082460255
3.87117175E7	0.2053412278251569
4.57502115E7	0.21101587924916893
5.27887055E7	0.19074435525554187
5.98271995E7	0.19741268515679633
6.68656935E7	0.19637311618081937
7.39041875E7	0.2027575785388181
8.09426815E7	0.19523096844296522
8.79811755E7	0.214758441223364
9.50196695E7	0.2201946893753124
1.020581635E8	0.2122672833137316
1.090966575E8	0.20715894621775624
1.161351515E8	0.19343782917197913
1.231736455E8	0.2693206813843984
1.302121395E8	0.2042800633203637
1.372506335E8	0.19450183519372183
1.442891275E8	0.19579316257142507
1.513276215E8	0.18984899326475238
1.583661155E8	0.20722103336310296
1.654046095E8	0.21115113545596545
1.724431035E8	0.21797787992715487
1.794815975E8	0.21402206210589936
1.865200915E8	0.21385029240630168
1.935585855E8	0.2191805519760335
2.005970795E8	0.2271770068994873
2.06554927E8	0.23844393536374653
2.10074174E8	0.2394251959359513
2.146740675E8	0.22589789804466695
2.217125615E8	0.21940787333199402
2.287510555E8	0.21055995785462062
2.357895495E8	0.21668825745962134
2.428280435E8	0.20105011100385964
2.498665375E8	0.20299967578291606
2.569050315E8	0.20917329758326142
2.639435255E8	0.20477903369669706
2.709820195E8	0.20312967518335598
2.780205135E8	0.2080913900047368
2.850590075E8	0.2192457647900247
2.920975015E8	0.21318196761977776
2.991359955E8	0.21897638898321148
3.061744895E8	0.20331749945371835
3.132129835E8	0.19867232962051257
3.202514775E8	0.20839798968358855
3.272899715E8	0.4361893325475592
3.343284655E8	0.27915105134706375
3.413669595E8	0.1864647465778901
3.484054535E8	0.19365534729446385
3.554439475E8	0.18827308796455605
3.624824415E8	0.19958118881681222
3.695209355E8	0.20178663219717172
3.765594295E8	0.21249559920062444
3.835979235E8	0.2135439768791449
3.906364175E8	0.19493474030097915
3.976749115E8	0.2172849760190177
4.047134055E8	0.22607535077816363
4.08526901E8	0.37331371272920677
4.12046148E8	0.23734445147803945
4.187903935E8	0.2085446119581831
4.258288875E8	0.21021556600034041
4.328673815E8	0.21692126184948088
4.399058755E8	0.20456776691150125
4.469443695E8	0.22121294697416805
4.539828635E8	0.20922614979852225
4.610213575E8	0.2695644835386661
4.680598515E8	0.22493590248141151
4.750983455E8	0.2079238825805634
4.821368395E8	0.1948769154310567
4.891753335E8	0.20540246251541877
4.962138275E8	0.20358474412281946
5.032523215E8	0.18351027932964067
5.102908155E8	0.19621015518376517
5.173293095E8	0.19463126629077185
5.243678035E8	0.1894751917100448
5.314062975E8	0.19651220843549771
5.384447915E8	0.19396052621484083
5.454832855E8	0.19171686443151048
5.525217795E8	0.19199689592688435
5.595602735E8	0.20014792937239131
5.665987675E8	0.19203937660527948
5.736372615E8	0.20997162177022527
5.806757555E8	0.20718182042919978
5.877142495E8	0.24620778251711234
5.918006215E8	0.25194357504959225
5.953198685E8	0.24847025292315156
6.017912375E8	0.35118222733442694
6.088297315E8	0.20947833442779096
6.158682255E8	0.1902887180126885
6.229067195E8	0.18315125366307053
6.299452135E8	0.1901476366961455
6.369837075E8	0.19241900326973355
6.440222015E8	0.20354283174781423
6.510606955E8	0.19954950590282525
6.580991895E8	0.22082095971098362
6.651376835E8	0.21355292765753583
6.721761775E8	0.2108196725038055
6.792146715E8	0.19187755221500508
6.862531655E8	0.20684978917364993
