#Coverage	Number of genomic locations
0.0	2.258261382E9
1.0	4.29794449E8
2.0	9.0826215E7
3.0	2.2194615E7
4.0	7201569.0
5.0	3026593.0
6.0	1479079.0
7.0	804546.0
8.0	467156.0
9.0	287110.0
10.0	187859.0
11.0	128636.0
12.0	92515.0
13.0	68372.0
14.0	51500.0
15.0	41776.0
16.0	34882.0
17.0	29181.0
18.0	23835.0
19.0	19932.0
20.0	17269.0
21.0	15483.0
22.0	13938.0
23.0	11747.0
24.0	10531.0
25.0	9990.0
26.0	8259.0
27.0	7926.0
28.0	7495.0
29.0	7340.0
30.0	6313.0
31.0	5801.0
32.0	5868.0
33.0	5741.0
34.0	5356.0
35.0	5190.0
36.0	5210.0
37.0	5076.0
38.0	4508.0
39.0	4692.0
40.0	4320.0
41.0	4137.0
42.0	3883.0
43.0	3932.0
44.0	3986.0
45.0	3934.0
46.0	3916.0
47.0	3740.0
48.0	3664.0
49.0	3468.0
50.0	3477.0
51.0	3416.0
52.0	3280.0
53.0	3269.0
54.0	3036.0
55.0	3077.0
56.0	2963.0
57.0	2976.0
58.0	2867.0
59.0	2730.0
60.0	2703.0
61.0	2677.0
62.0	2621.0
63.0	2574.0
64.0	2500.0
65.0	2431.0
66.0	2369.0
67.0	2318.0
68.0	2274.0
69.0	2254.0
70.0	2071.0
71.0	2083.0
72.0	1939.0
73.0	1720.0
74.0	1823.0
75.0	1727.0
76.0	1725.0
77.0	1579.0
78.0	1652.0
79.0	1424.0
80.0	1495.0
81.0	1376.0
82.0	1331.0
83.0	1326.0
84.0	1307.0
85.0	1255.0
86.0	1221.0
87.0	1127.0
88.0	1136.0
89.0	1150.0
90.0	1152.0
91.0	1146.0
92.0	1087.0
93.0	1087.0
94.0	968.0
95.0	975.0
96.0	1041.0
97.0	943.0
98.0	850.0
99.0	842.0
100.0	769.0
101.0	802.0
102.0	692.0
103.0	745.0
104.0	804.0
105.0	750.0
106.0	712.0
107.0	774.0
108.0	752.0
109.0	681.0
110.0	703.0
111.0	588.0
112.0	601.0
113.0	593.0
