#Mapping quality	mapping quality
0.0	6.978325E7
1.0	2495650.0
2.0	2729739.0
3.0	2964231.0
4.0	3385635.0
5.0	2888437.0
6.0	3191537.0
7.0	3454503.0
8.0	4915660.0
9.0	3778022.0
10.0	2610472.0
11.0	2213247.0
12.0	1737512.0
13.0	1493622.0
14.0	1305499.0
15.0	1287380.0
16.0	1281969.0
17.0	1346372.0
18.0	1383886.0
19.0	1384703.0
20.0	1611760.0
21.0	1833967.0
22.0	2692855.0
23.0	2536955.0
24.0	2063633.0
25.0	1854467.0
26.0	1562810.0
27.0	1622941.0
28.0	1370102.0
29.0	1306519.0
30.0	2094047.0
31.0	1401001.0
32.0	1475109.0
33.0	1763320.0
34.0	1692808.0
35.0	1527981.0
36.0	1275247.0
37.0	1213348.0
38.0	1167242.0
39.0	1166948.0
40.0	1285354.0
41.0	1136548.0
42.0	1163654.0
43.0	1214786.0
44.0	1161457.0
45.0	1265725.0
46.0	1184113.0
47.0	1109041.0
48.0	1145867.0
49.0	1015562.0
50.0	967678.0
51.0	958079.0
52.0	967100.0
53.0	905616.0
54.0	1154584.0
55.0	952188.0
56.0	965146.0
57.0	938440.0
58.0	945340.0
59.0	874305.0
60.0	3.86960917E8
