#Read position (bp)	Clipping profile
0.0	22.099480006362928
1.0	1.8145306113945472
2.0	1.6812064216968057
3.0	1.529858997760605
4.0	1.3904257888718627
5.0	1.2342280424163417
6.0	1.1665513946467632
7.0	1.0891741018385435
8.0	1.0136305998709618
9.0	0.9410493754151801
10.0	0.8696508917974428
11.0	0.8234805957801978
12.0	0.7772017914291871
13.0	0.7318127554150541
14.0	0.6883768694087012
15.0	0.6456896909053306
16.0	0.609892791596073
17.0	0.5752569314581067
18.0	0.5428129396622049
19.0	0.5101085278652656
20.0	0.4798455535780515
21.0	0.456038825149888
22.0	0.4322863508886073
23.0	0.4095647057980994
24.0	0.3889589732160199
25.0	0.36976384897289266
26.0	0.3523048580700143
27.0	0.3353667071692107
28.0	0.3195353412728158
29.0	0.30461544538005153
30.0	1.1735827346747714
31.0	1.1705770538294653
32.0	1.0734403934425376
33.0	0.9834218797506304
34.0	0.9025723202619131
35.0	1.0219423382374038
36.0	0.979938762236756
37.0	0.9456175762667101
38.0	0.8839848426878729
39.0	0.8253035357874592
40.0	0.888281772704989
41.0	0.8632814526054045
42.0	0.8354165124944092
43.0	0.8276690174635483
44.0	0.7879007131384712
45.0	0.7723406180764901
46.0	0.7422187046231712
47.0	0.7383992112746235
48.0	0.6879970902405217
49.0	0.7536771846688141
50.0	0.720310872035905
51.0	0.6657203293184527
52.0	0.6721223210106206
53.0	0.6287623908379035
54.0	0.6142222741133188
55.0	0.7436510146288765
56.0	0.5786749439717218
57.0	0.5525135847008458
58.0	0.6559220267794227
59.0	0.5587419630589888
60.0	0.556636901383937
61.0	0.5225001795812925
62.0	0.501992104499602
63.0	0.45869727932714416
64.0	0.4310385050503034
65.0	0.4430503775981507
66.0	0.41642243249208266
67.0	0.41981874333894464
68.0	0.37492884566013324
69.0	0.3727261264846924
70.0	0.3693081139710773
71.0	0.3622333706095629
72.0	0.34390631303656016
73.0	0.34463331887278936
74.0	0.32343079045499934
75.0	0.3171915612634797
76.0	0.3090642870644394
77.0	0.3121459237433813
78.0	0.30686156788899854
79.0	0.3052664953826449
80.0	0.3101276687353419
81.0	0.309954055401317
82.0	0.3141099245845379
83.0	0.32437481295875964
84.0	0.3232571771209744
85.0	0.33236102632390474
86.0	0.33595265217154474
87.0	0.3426693180316328
88.0	0.3487240830557509
89.0	0.35405184224363984
90.0	0.3581317555932248
91.0	0.3638609956160463
92.0	0.3668992289614819
93.0	0.3725850656507972
94.0	0.3790196098430948
95.0	0.38561691653604074
96.0	0.38797154737875333
97.0	0.3923661348962585
98.0	0.39758538575038177
99.0	0.40286974160476446
100.0	0.4041826924433277
101.0	0.40793708079161606
102.0	0.41114892747107656
103.0	0.4140026966491107
104.0	0.4176485766636335
105.0	0.4190917375027154
106.0	0.420372135841149
107.0	0.42318250168567695
108.0	0.4240180158556718
109.0	0.4240939716893076
110.0	0.4231716508523004
111.0	0.4232693083526894
112.0	0.4235622808538564
113.0	0.42159828001269983
114.0	0.4198404450056978
115.0	0.41751836666311487
116.0	0.41612945999091566
117.0	0.41401354748248725
118.0	0.4126788949771709
119.0	0.40893535746225923
120.0	0.4048879966128039
121.0	0.40074297826295957
122.0	0.3955562799089658
123.0	0.3907602115565282
124.0	0.38465119236552725
125.0	0.3777392115046612
126.0	0.37014362814107216
127.0	0.36318824394669985
128.0	0.3541386489106523
129.0	0.3450782030412282
130.0	0.33521479550193894
131.0	0.3241577962912286
132.0	0.3126233604119497
133.0	0.2987776970234645
134.0	0.28397716029784237
135.0	0.26826515356858954
136.0	0.25273761100673814
137.0	0.2360273276068422
138.0	0.21817770670240788
139.0	0.19659539911643836
140.0	0.1731793006898309
141.0	0.14901449476024106
142.0	0.12362354465910044
143.0	0.09823259455795984
144.0	0.10373396707987365
145.0	0.109929792937887
146.0	0.11830663630458811
147.0	0.12688964550544377
148.0	0.13533159387240418
149.0	0.1412887013961333
150.0	0.13538584803928697
