#Coverage (X)	Coverage
1.0	86.62022211637665
2.0	68.02091458874003
3.0	48.42729555422727
4.0	32.5537076922389
5.0	21.298320660301215
6.0	14.108696790850189
7.0	9.757640924158196
8.0	7.18396981835815
9.0	5.63275022685005
10.0	4.650321767663243
11.0	3.977537780291698
12.0	3.4774490304719734
13.0	3.0812963763947323
14.0	2.7536720263664165
15.0	2.475633680269681
16.0	2.234380231699518
17.0	2.023176396717318
18.0	1.8372860053510607
19.0	1.6728868971822948
20.0	1.5271294210831883
21.0	1.3972210404233607
22.0	1.2811325921909145
23.0	1.1772205072694817
24.0	1.0835122753980215
25.0	0.9980820582369176
26.0	0.9209292519637557
27.0	0.8510115880385314
28.0	0.7874860948398208
29.0	0.7296996496197607
30.0	0.6771151700925913
31.0	0.6290219572664739
32.0	0.5851139086919233
33.0	0.5451604707602655
34.0	0.5086565282552016
35.0	0.4752575827249359
36.0	0.4448092332240208
37.0	0.4168997794168803
38.0	0.39126474708226056
39.0	0.36765436685082875
40.0	0.34593693439646245
41.0	0.3257575797292702
42.0	0.3071540950291478
43.0	0.28992231727919204
44.0	0.2740939293971252
45.0	0.2594307411965815
46.0	0.2458244908689977
47.0	0.23324871678467218
48.0	0.22147439265046387
49.0	0.2104808819470918
50.0	0.2002275509773881
51.0	0.19071880409315156
