#Mapping quality	mapping quality
0.0	9.1382405E7
1.0	3544453.0
2.0	3996632.0
3.0	4187461.0
4.0	4804417.0
5.0	4017014.0
6.0	4231657.0
7.0	4421379.0
8.0	6022077.0
9.0	5072078.0
10.0	3779307.0
11.0	3350626.0
12.0	2655265.0
13.0	2301225.0
14.0	2040666.0
15.0	2024202.0
16.0	1994661.0
17.0	2036396.0
18.0	2040513.0
19.0	1971401.0
20.0	2271811.0
21.0	2360246.0
22.0	3331129.0
23.0	3256443.0
24.0	2761146.0
25.0	2590553.0
26.0	2244580.0
27.0	2311680.0
28.0	1975188.0
29.0	1903260.0
30.0	3274791.0
31.0	1957889.0
32.0	2034170.0
33.0	2351765.0
34.0	2300370.0
35.0	2126664.0
36.0	1845156.0
37.0	1717347.0
38.0	1678267.0
39.0	1645814.0
40.0	1881820.0
41.0	1632458.0
42.0	1649792.0
43.0	1693258.0
44.0	1649667.0
45.0	1746283.0
46.0	1641656.0
47.0	1571967.0
48.0	1652817.0
49.0	1468193.0
50.0	1403189.0
51.0	1418714.0
52.0	1399057.0
53.0	1320337.0
54.0	1577744.0
55.0	1372879.0
56.0	1394952.0
57.0	1354059.0
58.0	1358674.0
59.0	1278935.0
60.0	5.55608129E8
