#Duplication rate	Coverage
1.0	1.0395983E7
2.0	658499.0
3.0	59470.0
4.0	14655.0
5.0	8009.0
6.0	5138.0
7.0	3472.0
8.0	2472.0
9.0	1787.0
10.0	1189.0
11.0	922.0
12.0	640.0
13.0	516.0
14.0	385.0
15.0	283.0
16.0	230.0
17.0	152.0
18.0	144.0
19.0	104.0
20.0	84.0
21.0	68.0
22.0	62.0
23.0	50.0
24.0	46.0
25.0	47.0
26.0	41.0
27.0	29.0
28.0	26.0
29.0	23.0
30.0	16.0
31.0	18.0
32.0	19.0
33.0	18.0
34.0	9.0
35.0	11.0
36.0	23.0
37.0	6.0
38.0	14.0
39.0	8.0
40.0	12.0
41.0	5.0
42.0	9.0
43.0	5.0
44.0	9.0
45.0	2.0
46.0	8.0
47.0	8.0
48.0	1.0
49.0	1.0
50.0	99.0
