#Duplication rate	Coverage
1.0	6.4866409E7
2.0	5734737.0
3.0	610107.0
4.0	169731.0
5.0	53727.0
6.0	30472.0
7.0	19365.0
8.0	13993.0
9.0	10822.0
10.0	8931.0
11.0	7430.0
12.0	6340.0
13.0	5566.0
14.0	4990.0
15.0	4425.0
16.0	4220.0
17.0	3643.0
18.0	3324.0
19.0	3016.0
20.0	2930.0
21.0	2723.0
22.0	2582.0
23.0	2370.0
24.0	2138.0
25.0	2069.0
26.0	2011.0
27.0	1867.0
28.0	1826.0
29.0	1669.0
30.0	1556.0
31.0	1478.0
32.0	1364.0
33.0	1269.0
34.0	1181.0
35.0	1071.0
36.0	1106.0
37.0	954.0
38.0	925.0
39.0	884.0
40.0	774.0
41.0	769.0
42.0	684.0
43.0	670.0
44.0	598.0
45.0	564.0
46.0	498.0
47.0	468.0
48.0	493.0
49.0	432.0
50.0	6679.0
