#Mapping quality	mapping quality
0.0	3.177148E7
1.0	5871933.0
2.0	5256157.0
3.0	5096452.0
4.0	4659342.0
5.0	4474804.0
6.0	4423931.0
7.0	4124049.0
8.0	4156315.0
9.0	4180797.0
10.0	4222665.0
11.0	3915034.0
12.0	4004640.0
13.0	4472311.0
14.0	3843403.0
15.0	4208320.0
16.0	4141185.0
17.0	4027787.0
18.0	4133744.0
19.0	4022961.0
20.0	5235234.0
21.0	4426034.0
22.0	4470277.0
23.0	4468524.0
24.0	4798549.0
25.0	4870573.0
26.0	4997845.0
27.0	5254409.0
28.0	5067156.0
29.0	5081698.0
30.0	6941254.0
31.0	5610035.0
32.0	5836148.0
33.0	6250024.0
34.0	6132703.0
35.0	6287418.0
36.0	6960130.0
37.0	6751359.0
38.0	6736472.0
39.0	6783703.0
40.0	1.0894051E7
41.0	7420481.0
42.0	8162767.0
43.0	7910444.0
44.0	8056143.0
45.0	1.0435877E7
46.0	9147820.0
47.0	8633564.0
48.0	1.1348669E7
49.0	9187230.0
50.0	1.287629E7
51.0	1.1725696E7
52.0	1.2093709E7
53.0	1.3242582E7
54.0	1.2815334E7
55.0	1.4500383E7
56.0	1.6578661E7
57.0	1.8572844E7
58.0	1.9827468E7
59.0	2.0043593E7
60.0	2.205627928E9
