#Duplication rate	Coverage
1.0	4.6939278E7
2.0	4938778.0
3.0	577343.0
4.0	154453.0
5.0	45167.0
6.0	26475.0
7.0	15807.0
8.0	11837.0
9.0	8842.0
10.0	7293.0
11.0	5981.0
12.0	5167.0
13.0	4586.0
14.0	4015.0
15.0	3580.0
16.0	3298.0
17.0	2987.0
18.0	2805.0
19.0	2641.0
20.0	2474.0
21.0	2288.0
22.0	2011.0
23.0	1967.0
24.0	1833.0
25.0	1702.0
26.0	1563.0
27.0	1473.0
28.0	1387.0
29.0	1220.0
30.0	1325.0
31.0	1139.0
32.0	1104.0
33.0	1019.0
34.0	933.0
35.0	881.0
36.0	831.0
37.0	735.0
38.0	730.0
39.0	718.0
40.0	621.0
41.0	605.0
42.0	546.0
43.0	519.0
44.0	490.0
45.0	469.0
46.0	458.0
47.0	411.0
48.0	360.0
49.0	364.0
50.0	5951.0
