#Duplication rate	Coverage
1.0	1.41113586E8
2.0	8970620.0
3.0	1296599.0
4.0	352943.0
5.0	138422.0
6.0	69890.0
7.0	42254.0
8.0	28620.0
9.0	21131.0
10.0	16508.0
11.0	13164.0
12.0	10740.0
13.0	9080.0
14.0	7655.0
15.0	6677.0
16.0	5924.0
17.0	5241.0
18.0	4630.0
19.0	4175.0
20.0	3746.0
21.0	3366.0
22.0	3116.0
23.0	2782.0
24.0	2666.0
25.0	2469.0
26.0	2263.0
27.0	1995.0
28.0	2045.0
29.0	1893.0
30.0	1846.0
31.0	1761.0
32.0	1563.0
33.0	1596.0
34.0	1501.0
35.0	1425.0
36.0	1435.0
37.0	1430.0
38.0	1374.0
39.0	1362.0
40.0	1323.0
41.0	1272.0
42.0	1242.0
43.0	1232.0
44.0	1197.0
45.0	1125.0
46.0	1099.0
47.0	1084.0
48.0	1066.0
49.0	1029.0
50.0	29722.0
