#Mapping quality	mapping quality
0.0	3.886093E7
1.0	6362747.0
2.0	5690308.0
3.0	5590937.0
4.0	5041208.0
5.0	4829753.0
6.0	4841386.0
7.0	4432302.0
8.0	4416638.0
9.0	4494120.0
10.0	4486563.0
11.0	4050382.0
12.0	4170702.0
13.0	4921337.0
14.0	3948879.0
15.0	4434718.0
16.0	4347968.0
17.0	4193859.0
18.0	4338600.0
19.0	4220042.0
20.0	5724385.0
21.0	4731024.0
22.0	4751519.0
23.0	4760047.0
24.0	5140392.0
25.0	5266738.0
26.0	5376821.0
27.0	5838753.0
28.0	5405221.0
29.0	5471353.0
30.0	7374949.0
31.0	6004144.0
32.0	6245664.0
33.0	6783589.0
34.0	6538975.0
35.0	6773492.0
36.0	7360549.0
37.0	7226113.0
38.0	7195202.0
39.0	7397789.0
40.0	1.2244232E7
41.0	8159016.0
42.0	8726037.0
43.0	8708348.0
44.0	8954785.0
45.0	1.1238703E7
46.0	1.0106983E7
47.0	9743260.0
48.0	1.2299786E7
49.0	1.0412838E7
50.0	1.4231215E7
51.0	1.2782938E7
52.0	1.3193236E7
53.0	1.4877886E7
54.0	1.3921097E7
55.0	1.6333882E7
56.0	1.8968265E7
57.0	2.0580054E7
58.0	2.0780788E7
59.0	2.0485793E7
60.0	2.258144123E9
