#Mapping quality	mapping quality
0.0	6.4127609E7
1.0	4091533.0
2.0	4067622.0
3.0	4490860.0
4.0	3997760.0
5.0	3804070.0
6.0	4014919.0
7.0	3605565.0
8.0	3774305.0
9.0	3914416.0
10.0	3774741.0
11.0	3059308.0
12.0	3257296.0
13.0	4678547.0
14.0	2781885.0
15.0	3685738.0
16.0	3365844.0
17.0	2982986.0
18.0	3270493.0
19.0	3122512.0
20.0	6373975.0
21.0	3882283.0
22.0	3921243.0
23.0	3754978.0
24.0	4248082.0
25.0	4356998.0
26.0	3940840.0
27.0	5894808.0
28.0	3906541.0
29.0	3833836.0
30.0	9453770.0
31.0	4660746.0
32.0	4672011.0
33.0	5690540.0
34.0	4866507.0
35.0	4916920.0
36.0	5293930.0
37.0	5098716.0
38.0	4748783.0
39.0	5340581.0
40.0	1.6135962E7
41.0	6048687.0
42.0	6325865.0
43.0	6566499.0
44.0	6061149.0
45.0	8397286.0
46.0	7219108.0
47.0	7241939.0
48.0	8727633.0
49.0	6865499.0
50.0	1.1397148E7
51.0	7520602.0
52.0	7707152.0
53.0	1.0286924E7
54.0	7973370.0
55.0	9402583.0
56.0	9265145.0
57.0	8805003.0
58.0	8035522.0
59.0	7931757.0
60.0	1.861413E9
