#Duplication rate	Coverage
1.0	1.53070123E8
2.0	1.972915E7
3.0	3548150.0
4.0	1183451.0
5.0	473586.0
6.0	254809.0
7.0	146555.0
8.0	96842.0
9.0	65742.0
10.0	48444.0
11.0	35978.0
12.0	28080.0
13.0	21814.0
14.0	18091.0
15.0	14841.0
16.0	12435.0
17.0	10476.0
18.0	9115.0
19.0	7926.0
20.0	6861.0
21.0	6035.0
22.0	5499.0
23.0	4973.0
24.0	4454.0
25.0	3906.0
26.0	3555.0
27.0	3297.0
28.0	3115.0
29.0	2864.0
30.0	2664.0
31.0	2445.0
32.0	2270.0
33.0	2081.0
34.0	1972.0
35.0	1884.0
36.0	1725.0
37.0	1600.0
38.0	1489.0
39.0	1465.0
40.0	1398.0
41.0	1295.0
42.0	1269.0
43.0	1159.0
44.0	1078.0
45.0	1053.0
46.0	962.0
47.0	909.0
48.0	896.0
49.0	875.0
50.0	28855.0
