#Duplication rate	Coverage
1.0	1.65294942E8
2.0	2.4403868E7
3.0	4840022.0
4.0	1687823.0
5.0	703329.0
6.0	377710.0
7.0	218875.0
8.0	141909.0
9.0	97095.0
10.0	70037.0
11.0	52098.0
12.0	40408.0
13.0	31676.0
14.0	25657.0
15.0	20984.0
16.0	17465.0
17.0	14844.0
18.0	12806.0
19.0	10936.0
20.0	9627.0
21.0	8476.0
22.0	7399.0
23.0	6728.0
24.0	6038.0
25.0	5345.0
26.0	4834.0
27.0	4351.0
28.0	4005.0
29.0	3692.0
30.0	3293.0
31.0	3034.0
32.0	2836.0
33.0	2629.0
34.0	2491.0
35.0	2309.0
36.0	2209.0
37.0	1862.0
38.0	1867.0
39.0	1722.0
40.0	1602.0
41.0	1556.0
42.0	1411.0
43.0	1423.0
44.0	1292.0
45.0	1292.0
46.0	1238.0
47.0	1106.0
48.0	990.0
49.0	969.0
50.0	32696.0
