#Mapping quality	mapping quality
0.0	6.2157365E7
1.0	4072266.0
2.0	4104239.0
3.0	4488722.0
4.0	3997508.0
5.0	3819142.0
6.0	4056001.0
7.0	3604148.0
8.0	3750615.0
9.0	3866857.0
10.0	3776528.0
11.0	3049390.0
12.0	3251659.0
13.0	4712364.0
14.0	2857316.0
15.0	3693198.0
16.0	3378986.0
17.0	3034426.0
18.0	3325961.0
19.0	3179392.0
20.0	6353334.0
21.0	3895998.0
22.0	3952036.0
23.0	3808011.0
24.0	4295420.0
25.0	4369480.0
26.0	4050546.0
27.0	5838956.0
28.0	3983220.0
29.0	3973640.0
30.0	9261157.0
31.0	4770486.0
32.0	4772535.0
33.0	5742679.0
34.0	4994123.0
35.0	5065184.0
36.0	5451845.0
37.0	5300684.0
38.0	4966111.0
39.0	5491029.0
40.0	1.610411E7
41.0	6250930.0
42.0	6586487.0
43.0	6799977.0
44.0	6329760.0
45.0	8733771.0
46.0	7491047.0
47.0	7476264.0
48.0	9058089.0
49.0	7153476.0
50.0	1.179511E7
51.0	7926935.0
52.0	8072475.0
53.0	1.077298E7
54.0	8364577.0
55.0	9984818.0
56.0	9898292.0
57.0	9418278.0
58.0	8647444.0
59.0	8565119.0
60.0	1.938503304E9
