#Duplication rate	Coverage
1.0	5.5817011E7
2.0	2097965.0
3.0	216028.0
4.0	62898.0
5.0	30135.0
6.0	18634.0
7.0	13091.0
8.0	9931.0
9.0	8119.0
10.0	6673.0
11.0	5720.0
12.0	5024.0
13.0	4576.0
14.0	4047.0
15.0	3490.0
16.0	3256.0
17.0	2806.0
18.0	2588.0
19.0	2299.0
20.0	2053.0
21.0	1913.0
22.0	1743.0
23.0	1456.0
24.0	1328.0
25.0	1119.0
26.0	1033.0
27.0	915.0
28.0	775.0
29.0	680.0
30.0	551.0
31.0	483.0
32.0	472.0
33.0	411.0
34.0	345.0
35.0	307.0
36.0	292.0
37.0	227.0
38.0	215.0
39.0	195.0
40.0	159.0
41.0	154.0
42.0	110.0
43.0	126.0
44.0	117.0
45.0	108.0
46.0	112.0
47.0	81.0
48.0	85.0
49.0	71.0
50.0	1248.0
