#Coverage	Number of genomic locations
0.0	4.68951468E8
1.0	6.33911391E8
2.0	5.97421126E8
3.0	4.32824379E8
4.0	2.67764972E8
5.0	1.49827138E8
6.0	8.0470039E7
7.0	4.4135475E7
8.0	2.6392515E7
9.0	1.7721927E7
10.0	1.3229458E7
11.0	1.0543916E7
12.0	8739997.0
13.0	7392467.0
14.0	6307854.0
15.0	5438389.0
16.0	4714670.0
17.0	4105317.0
18.0	3592831.0
19.0	3153026.0
20.0	2787024.0
21.0	2464679.0
22.0	2182096.0
23.0	1945243.0
24.0	1729806.0
25.0	1539467.0
26.0	1368928.0
27.0	1222800.0
28.0	1096320.0
29.0	986458.0
30.0	886256.0
31.0	799906.0
32.0	719473.0
33.0	650080.0
34.0	587851.0
35.0	533989.0
36.0	482282.0
37.0	437041.0
38.0	400271.0
39.0	365156.0
40.0	335674.0
41.0	307792.0
42.0	281938.0
43.0	258761.0
44.0	236790.0
45.0	219786.0
46.0	203329.0
47.0	187015.0
48.0	172974.0
49.0	159178.0
50.0	148180.0
51.0	138121.0
52.0	127516.0
53.0	118829.0
54.0	110465.0
55.0	104177.0
56.0	97714.0
57.0	91412.0
58.0	85109.0
59.0	79861.0
60.0	75455.0
61.0	71482.0
62.0	68625.0
63.0	63536.0
64.0	59747.0
65.0	56514.0
66.0	53963.0
67.0	50499.0
68.0	48319.0
69.0	45977.0
70.0	43671.0
71.0	41729.0
72.0	40096.0
73.0	38163.0
74.0	36131.0
75.0	34688.0
76.0	33377.0
77.0	31473.0
78.0	29981.0
79.0	28393.0
80.0	27320.0
81.0	26448.0
82.0	25180.0
83.0	23542.0
84.0	22920.0
85.0	22023.0
86.0	21357.0
87.0	20582.0
88.0	19713.0
89.0	18842.0
90.0	18072.0
91.0	17690.0
92.0	16573.0
93.0	15913.0
94.0	15605.0
95.0	15199.0
96.0	14589.0
97.0	14355.0
98.0	13818.0
99.0	13124.0
100.0	12698.0
101.0	12494.0
102.0	12141.0
103.0	11877.0
104.0	11764.0
105.0	11336.0
106.0	10888.0
107.0	10509.0
108.0	10180.0
109.0	9941.0
110.0	9779.0
111.0	9485.0
112.0	8893.0
113.0	8713.0
114.0	8505.0
115.0	8249.0
116.0	7994.0
117.0	7859.0
118.0	7533.0
119.0	7288.0
120.0	6977.0
121.0	6755.0
122.0	6612.0
123.0	6395.0
124.0	6350.0
125.0	6003.0
126.0	5807.0
127.0	5798.0
128.0	5640.0
129.0	5642.0
130.0	5471.0
131.0	5356.0
132.0	5288.0
133.0	5074.0
134.0	4897.0
135.0	4533.0
136.0	4545.0
137.0	4268.0
138.0	4143.0
139.0	4208.0
140.0	4222.0
141.0	4161.0
142.0	3784.0
143.0	3674.0
144.0	3757.0
145.0	3659.0
146.0	3486.0
147.0	3462.0
148.0	3446.0
149.0	3310.0
150.0	3292.0
151.0	3184.0
152.0	3150.0
153.0	3265.0
154.0	3221.0
155.0	2898.0
156.0	2999.0
157.0	2877.0
158.0	2747.0
159.0	2721.0
160.0	2579.0
161.0	2559.0
162.0	2536.0
163.0	2501.0
164.0	2347.0
165.0	2220.0
166.0	2300.0
167.0	2287.0
168.0	2220.0
169.0	2269.0
170.0	2127.0
171.0	2120.0
172.0	2065.0
173.0	2108.0
174.0	2028.0
175.0	1973.0
176.0	2090.0
177.0	2040.0
178.0	1978.0
179.0	1835.0
180.0	1792.0
181.0	1773.0
182.0	1810.0
183.0	1726.0
184.0	1851.0
185.0	1770.0
186.0	1717.0
187.0	1776.0
188.0	1711.0
189.0	1690.0
190.0	1649.0
191.0	1581.0
192.0	1568.0
193.0	1536.0
194.0	1544.0
195.0	1470.0
196.0	1389.0
197.0	1434.0
198.0	1434.0
199.0	1450.0
200.0	1461.0
201.0	1392.0
202.0	1328.0
203.0	1359.0
204.0	1398.0
205.0	1298.0
206.0	1277.0
207.0	1278.0
208.0	1257.0
209.0	1240.0
210.0	1219.0
211.0	1256.0
212.0	1266.0
213.0	1212.0
214.0	1136.0
215.0	1140.0
216.0	1089.0
217.0	1184.0
218.0	1210.0
219.0	1125.0
220.0	1197.0
221.0	1113.0
222.0	1127.0
223.0	1168.0
224.0	1173.0
225.0	1135.0
226.0	1052.0
227.0	1055.0
228.0	995.0
229.0	1068.0
230.0	1048.0
231.0	1006.0
232.0	1042.0
233.0	946.0
234.0	968.0
235.0	845.0
236.0	927.0
237.0	902.0
238.0	867.0
239.0	951.0
240.0	878.0
241.0	915.0
242.0	911.0
243.0	878.0
244.0	908.0
245.0	863.0
246.0	851.0
247.0	879.0
248.0	818.0
249.0	853.0
250.0	922.0
251.0	886.0
252.0	894.0
253.0	860.0
254.0	894.0
255.0	810.0
256.0	798.0
257.0	769.0
258.0	812.0
259.0	824.0
260.0	814.0
261.0	773.0
262.0	824.0
263.0	810.0
264.0	790.0
265.0	791.0
266.0	795.0
267.0	822.0
268.0	799.0
269.0	799.0
270.0	780.0
271.0	804.0
272.0	857.0
273.0	824.0
274.0	890.0
275.0	858.0
276.0	817.0
277.0	839.0
278.0	883.0
279.0	856.0
280.0	861.0
281.0	886.0
282.0	866.0
283.0	919.0
284.0	852.0
285.0	888.0
286.0	880.0
287.0	878.0
288.0	937.0
289.0	827.0
290.0	827.0
291.0	869.0
292.0	832.0
293.0	857.0
294.0	866.0
295.0	886.0
296.0	883.0
297.0	804.0
298.0	830.0
299.0	857.0
300.0	843.0
301.0	850.0
302.0	804.0
303.0	818.0
304.0	822.0
305.0	896.0
306.0	799.0
307.0	853.0
308.0	831.0
309.0	888.0
310.0	833.0
311.0	787.0
312.0	759.0
313.0	827.0
314.0	818.0
315.0	795.0
316.0	769.0
317.0	803.0
318.0	784.0
319.0	791.0
320.0	784.0
321.0	765.0
322.0	750.0
323.0	748.0
324.0	783.0
325.0	705.0
326.0	763.0
327.0	759.0
328.0	702.0
329.0	691.0
330.0	632.0
331.0	624.0
332.0	683.0
333.0	653.0
334.0	601.0
335.0	633.0
336.0	553.0
337.0	552.0
338.0	550.0
339.0	549.0
340.0	542.0
341.0	557.0
342.0	534.0
343.0	588.0
344.0	569.0
345.0	554.0
346.0	560.0
347.0	555.0
348.0	527.0
349.0	522.0
350.0	519.0
351.0	532.0
352.0	499.0
353.0	519.0
354.0	535.0
355.0	541.0
356.0	484.0
357.0	509.0
358.0	538.0
359.0	482.0
360.0	562.0
361.0	534.0
362.0	517.0
363.0	499.0
364.0	593.0
365.0	555.0
366.0	532.0
367.0	558.0
368.0	528.0
369.0	487.0
370.0	525.0
371.0	479.0
372.0	520.0
373.0	458.0
374.0	499.0
375.0	551.0
376.0	482.0
377.0	447.0
378.0	456.0
379.0	480.0
380.0	460.0
381.0	431.0
382.0	451.0
383.0	411.0
384.0	399.0
385.0	406.0
386.0	399.0
387.0	397.0
388.0	411.0
389.0	406.0
390.0	384.0
391.0	410.0
392.0	383.0
393.0	411.0
394.0	374.0
395.0	377.0
396.0	366.0
397.0	365.0
398.0	389.0
399.0	392.0
400.0	367.0
401.0	376.0
402.0	393.0
403.0	385.0
404.0	356.0
405.0	383.0
406.0	332.0
407.0	358.0
408.0	375.0
409.0	370.0
410.0	325.0
411.0	374.0
412.0	334.0
413.0	348.0
414.0	350.0
415.0	319.0
416.0	321.0
417.0	321.0
418.0	321.0
419.0	300.0
420.0	305.0
421.0	311.0
422.0	284.0
423.0	307.0
424.0	291.0
425.0	294.0
426.0	331.0
427.0	302.0
428.0	297.0
429.0	336.0
430.0	347.0
431.0	274.0
432.0	320.0
433.0	296.0
434.0	296.0
435.0	317.0
436.0	306.0
437.0	299.0
438.0	327.0
439.0	295.0
440.0	301.0
441.0	301.0
442.0	318.0
443.0	317.0
444.0	301.0
445.0	312.0
446.0	264.0
447.0	274.0
448.0	261.0
449.0	295.0
450.0	273.0
451.0	270.0
452.0	298.0
453.0	256.0
454.0	270.0
455.0	278.0
456.0	281.0
457.0	285.0
458.0	281.0
459.0	292.0
460.0	264.0
461.0	292.0
462.0	259.0
463.0	291.0
464.0	277.0
465.0	245.0
466.0	277.0
467.0	274.0
468.0	261.0
469.0	244.0
470.0	270.0
471.0	291.0
472.0	307.0
473.0	270.0
474.0	293.0
475.0	269.0
476.0	291.0
477.0	288.0
478.0	256.0
479.0	250.0
480.0	296.0
481.0	284.0
482.0	296.0
483.0	308.0
484.0	256.0
485.0	289.0
486.0	297.0
487.0	278.0
488.0	291.0
489.0	290.0
490.0	238.0
491.0	258.0
492.0	279.0
493.0	258.0
494.0	257.0
495.0	272.0
496.0	264.0
497.0	334.0
498.0	273.0
499.0	299.0
500.0	269.0
501.0	281.0
502.0	288.0
503.0	334.0
504.0	279.0
505.0	269.0
506.0	291.0
507.0	251.0
508.0	265.0
509.0	303.0
510.0	260.0
511.0	250.0
512.0	219.0
513.0	269.0
514.0	259.0
515.0	243.0
516.0	277.0
517.0	258.0
518.0	225.0
519.0	230.0
520.0	210.0
521.0	227.0
522.0	225.0
523.0	231.0
524.0	286.0
525.0	252.0
526.0	248.0
527.0	239.0
528.0	233.0
529.0	249.0
530.0	242.0
531.0	220.0
532.0	252.0
533.0	222.0
534.0	223.0
535.0	218.0
536.0	185.0
537.0	198.0
538.0	207.0
539.0	201.0
540.0	238.0
541.0	215.0
542.0	200.0
543.0	227.0
544.0	243.0
545.0	232.0
546.0	239.0
547.0	238.0
548.0	223.0
549.0	244.0
550.0	255.0
551.0	229.0
552.0	264.0
553.0	220.0
554.0	217.0
555.0	230.0
556.0	246.0
557.0	224.0
558.0	236.0
559.0	220.0
560.0	215.0
561.0	220.0
562.0	262.0
563.0	246.0
564.0	214.0
565.0	222.0
566.0	218.0
567.0	237.0
568.0	225.0
569.0	214.0
570.0	190.0
571.0	204.0
572.0	198.0
573.0	242.0
574.0	226.0
575.0	248.0
576.0	218.0
577.0	247.0
578.0	239.0
579.0	234.0
580.0	230.0
581.0	209.0
582.0	195.0
583.0	206.0
584.0	209.0
585.0	230.0
586.0	203.0
587.0	220.0
588.0	225.0
589.0	198.0
590.0	202.0
591.0	205.0
592.0	215.0
593.0	202.0
594.0	197.0
595.0	172.0
596.0	210.0
597.0	192.0
598.0	187.0
599.0	165.0
600.0	156.0
601.0	174.0
602.0	166.0
603.0	175.0
604.0	208.0
605.0	191.0
606.0	194.0
607.0	173.0
608.0	187.0
609.0	174.0
610.0	181.0
611.0	161.0
612.0	183.0
613.0	184.0
614.0	180.0
615.0	188.0
616.0	160.0
617.0	191.0
618.0	169.0
619.0	176.0
620.0	156.0
621.0	161.0
622.0	150.0
623.0	176.0
624.0	168.0
625.0	147.0
626.0	151.0
627.0	140.0
628.0	158.0
629.0	144.0
630.0	180.0
631.0	164.0
632.0	185.0
633.0	159.0
634.0	153.0
635.0	176.0
636.0	137.0
637.0	174.0
638.0	147.0
639.0	157.0
640.0	155.0
641.0	166.0
642.0	161.0
643.0	164.0
644.0	162.0
645.0	157.0
646.0	182.0
647.0	174.0
648.0	174.0
649.0	153.0
650.0	157.0
651.0	174.0
652.0	166.0
653.0	170.0
654.0	153.0
655.0	171.0
656.0	156.0
657.0	167.0
658.0	178.0
659.0	161.0
660.0	142.0
661.0	179.0
662.0	155.0
663.0	159.0
664.0	153.0
665.0	161.0
666.0	157.0
667.0	145.0
668.0	143.0
669.0	161.0
670.0	139.0
671.0	154.0
672.0	154.0
673.0	140.0
674.0	140.0
675.0	126.0
676.0	149.0
677.0	140.0
678.0	148.0
679.0	147.0
680.0	141.0
681.0	145.0
682.0	140.0
683.0	157.0
684.0	148.0
685.0	144.0
686.0	149.0
687.0	146.0
688.0	140.0
689.0	137.0
690.0	134.0
691.0	130.0
692.0	126.0
693.0	148.0
694.0	141.0
695.0	142.0
696.0	117.0
697.0	129.0
698.0	134.0
699.0	127.0
700.0	127.0
701.0	126.0
702.0	121.0
703.0	121.0
704.0	149.0
705.0	118.0
706.0	129.0
707.0	155.0
708.0	143.0
709.0	144.0
710.0	124.0
711.0	129.0
712.0	122.0
713.0	99.0
714.0	123.0
715.0	109.0
716.0	143.0
717.0	127.0
718.0	113.0
719.0	117.0
720.0	121.0
721.0	130.0
722.0	126.0
723.0	135.0
724.0	159.0
725.0	130.0
726.0	125.0
727.0	140.0
728.0	141.0
729.0	138.0
730.0	122.0
731.0	128.0
732.0	131.0
733.0	127.0
734.0	126.0
735.0	131.0
736.0	114.0
737.0	118.0
738.0	123.0
739.0	118.0
740.0	107.0
741.0	122.0
742.0	118.0
743.0	139.0
744.0	121.0
745.0	116.0
746.0	106.0
747.0	109.0
748.0	110.0
749.0	98.0
750.0	110.0
751.0	114.0
752.0	120.0
753.0	108.0
754.0	102.0
755.0	87.0
756.0	84.0
757.0	73.0
758.0	91.0
759.0	92.0
760.0	68.0
761.0	97.0
762.0	89.0
763.0	101.0
764.0	89.0
765.0	89.0
766.0	71.0
