#Duplication rate	Coverage
1.0	5.5620043E7
2.0	6269097.0
3.0	766063.0
4.0	186262.0
5.0	52003.0
6.0	29057.0
7.0	16792.0
8.0	12438.0
9.0	9238.0
10.0	7722.0
11.0	6270.0
12.0	5369.0
13.0	4756.0
14.0	4293.0
15.0	3762.0
16.0	3331.0
17.0	2966.0
18.0	2703.0
19.0	2456.0
20.0	2152.0
21.0	2097.0
22.0	1736.0
23.0	1681.0
24.0	1544.0
25.0	1399.0
26.0	1308.0
27.0	1219.0
28.0	1009.0
29.0	975.0
30.0	958.0
31.0	807.0
32.0	683.0
33.0	629.0
34.0	625.0
35.0	539.0
36.0	447.0
37.0	388.0
38.0	401.0
39.0	397.0
40.0	297.0
41.0	291.0
42.0	266.0
43.0	218.0
44.0	213.0
45.0	195.0
46.0	178.0
47.0	152.0
48.0	143.0
49.0	120.0
50.0	2497.0
