#Coverage	Number of genomic locations
0.0	2.71805442E8
1.0	4.4975195E8
2.0	5.2522969E8
3.0	4.73211191E8
4.0	3.61520545E8
5.0	2.44092416E8
6.0	1.51801207E8
7.0	9.0004596E7
8.0	5.32224E7
9.0	3.2891843E7
10.0	2.2008192E7
11.0	1.6152212E7
12.0	1.2792896E7
13.0	1.0666775E7
14.0	9175106.0
15.0	8022730.0
16.0	7085354.0
17.0	6278587.0
18.0	5616490.0
19.0	5036773.0
20.0	4535803.0
21.0	4109264.0
22.0	3724502.0
23.0	3393553.0
24.0	3096420.0
25.0	2828245.0
26.0	2587065.0
27.0	2386737.0
28.0	2182672.0
29.0	2006678.0
30.0	1853572.0
31.0	1712325.0
32.0	1575194.0
33.0	1453464.0
34.0	1338440.0
35.0	1231895.0
36.0	1141265.0
37.0	1056877.0
38.0	977244.0
39.0	903120.0
40.0	839067.0
41.0	779977.0
42.0	725887.0
43.0	674009.0
44.0	626629.0
45.0	585806.0
46.0	544549.0
47.0	509121.0
48.0	477486.0
49.0	444928.0
50.0	415297.0
51.0	391302.0
52.0	366528.0
53.0	342662.0
54.0	321958.0
55.0	301503.0
56.0	281992.0
57.0	266747.0
58.0	251885.0
59.0	237192.0
60.0	222903.0
61.0	207905.0
62.0	196467.0
63.0	185771.0
64.0	175145.0
65.0	166299.0
66.0	157472.0
67.0	150130.0
68.0	142574.0
69.0	134746.0
70.0	127685.0
71.0	119572.0
72.0	113563.0
73.0	108406.0
74.0	102790.0
75.0	97223.0
76.0	92733.0
77.0	86968.0
78.0	82278.0
79.0	78784.0
80.0	75328.0
81.0	71847.0
82.0	69153.0
83.0	66259.0
84.0	63216.0
85.0	61014.0
86.0	58672.0
87.0	55990.0
88.0	54000.0
89.0	52050.0
90.0	50673.0
91.0	48706.0
92.0	47163.0
93.0	46194.0
94.0	44285.0
95.0	43558.0
96.0	41434.0
97.0	39909.0
98.0	38529.0
99.0	36884.0
100.0	35102.0
101.0	34300.0
102.0	32973.0
103.0	32111.0
104.0	31004.0
105.0	29537.0
106.0	29151.0
107.0	28209.0
108.0	27479.0
109.0	27058.0
110.0	25482.0
111.0	24732.0
112.0	23677.0
113.0	23231.0
114.0	22679.0
115.0	22089.0
116.0	20934.0
117.0	20444.0
118.0	19820.0
119.0	19312.0
120.0	18785.0
121.0	18155.0
122.0	17873.0
123.0	17228.0
124.0	16406.0
125.0	16367.0
126.0	16081.0
127.0	16003.0
128.0	15463.0
129.0	15189.0
130.0	14801.0
131.0	14516.0
132.0	14061.0
133.0	13552.0
134.0	13534.0
135.0	12988.0
136.0	12766.0
137.0	12729.0
138.0	12539.0
139.0	12503.0
140.0	11956.0
141.0	11589.0
142.0	11320.0
143.0	11060.0
144.0	10950.0
145.0	10766.0
146.0	10669.0
147.0	10365.0
148.0	10077.0
149.0	9864.0
150.0	9661.0
151.0	9422.0
152.0	9458.0
153.0	9011.0
154.0	8686.0
155.0	8595.0
156.0	8325.0
157.0	8156.0
158.0	7797.0
159.0	7705.0
160.0	7505.0
161.0	7425.0
162.0	7225.0
163.0	7437.0
164.0	6995.0
165.0	6794.0
166.0	6690.0
167.0	6441.0
168.0	6363.0
169.0	6173.0
170.0	6198.0
171.0	6072.0
172.0	6037.0
173.0	6035.0
174.0	5911.0
175.0	5912.0
176.0	5899.0
177.0	5773.0
178.0	5561.0
179.0	5422.0
180.0	5462.0
181.0	5296.0
182.0	5246.0
183.0	5087.0
184.0	4981.0
185.0	4952.0
186.0	4776.0
187.0	4526.0
188.0	4468.0
189.0	4373.0
190.0	4323.0
191.0	4254.0
192.0	4394.0
193.0	4196.0
194.0	4179.0
195.0	4046.0
196.0	3893.0
197.0	3674.0
198.0	3756.0
199.0	3646.0
200.0	3386.0
201.0	3278.0
202.0	3325.0
203.0	3231.0
204.0	3194.0
205.0	3113.0
206.0	3054.0
207.0	2982.0
208.0	2919.0
209.0	2894.0
210.0	2881.0
211.0	2815.0
212.0	2831.0
213.0	2705.0
214.0	2762.0
215.0	2707.0
216.0	2732.0
217.0	2578.0
218.0	2599.0
219.0	2592.0
220.0	2596.0
